1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
소고기가지덮밥,유부쑥갓맑은국,매쉬드포테이토,B오렌지(100g),S당근스틱,찰현미밥(63),쑥갓어묵탕,소고기양배추조림,건새우애호박볶음,나박김치,S으깬견과류고구마샐러드(요거트),S둥글레차,찰현미밥(55),모듬버섯찌개,매콤오삼불고기,고구마조림,비트초절이
보리밥(63),해물탕,근대나물,S복숭아(60g),S복숭아(천도)-60g,보리밥(63),닭살양파국,삼치무조림,채소샐러드,나박김치,S카카오올리브케익,S고칼슘우유(200ml),보리밥(63),어묵국수,브로콜리달걀볶음,미역줄기채소볶음,석박지
기장밥(63),애호박새우젓국찌개,양배추샐러드,S수박화채,S배(100g),기장밥(63),닭고기채소찌개,오징어채소볶음,감자당근채볶음,단배추물김치,S크림떡볶이,S바나나쉐이크,참나물유부초밥,대합미역국,가지구이,무미역무침,비트초절이
차조밥(63),온청포묵국,무사과무침,S복숭아(60g),S복숭아(천도)-60g,차조밥(63),팽이장국,맛살꼬지전,해초볶음,배추김치,S(우유제외)알리오올리오스파게티,S오미자아이스크림,차조밥(63),북어달걀국,채소스크램블에그,얼갈이무침,열무물김치
잡곡밥(55),닭고기채소찌개,단호박우유찜,S귤(50g),S복숭아(60g),잡곡밥(55),닭살당면국,오이참치마요무침,사과미나리무침,나박김치,S(우유제외)알리오올리오스파게티,S복숭아호두스무디,잡곡밥(55),온청포묵국,새우살조림,실곤약간장채소무침,오이소박이김치
율무밥(55),차돌박이된장찌개,채소샐러드,S복숭아(황도)-60g,S포도(100g),율무밥(55),다시마새우젓국,으깬두부채소전,모듬과일샐러드,동치미,S단호박죽,S검은깨두유(200ml),율무밥(55),애호박두부젓국찌개,베이컨달걀찜,콘샐러드,배추김치
밤밥(55),떡국떡미역국,건취나물간장볶음,S사과(35g),S참외(50g),소고기채소볶음밥,실파장국,늙은호박소고기볶음,아욱무침,열무물김치,S(우유제외)토마토스파게티,S고칼슘우유(200ml),밤밥(55),수제비국,등심탕수육+소스,감자당근채볶음,나박김치
밤콩밥(55),갈비탕+당면,진미채초무침,S사과(35g),S멜론(50g),소고기상추비빔밥,대구지리,수제비샐러드,건파래자반,열무물김치,S(우유제외)토마토스파게티,S복숭아호두스무디,밤콩밥(55),팽이장국,건새우조림,무미역생채,나박김치
새우크림스파게티,닭고기채소찌개,가지무침,S포도(100g),S복숭아호두스무디,밤밥(55),찹쌀옹심이국,삼치무조림,비엔나토마토볶음,열무김치,S쌀과자,S보리차,밤밥(55),애호박새우젓국,오징어불고기,무미역무침,오이소박이김치
찹쌀팥밥(55),차돌얼갈이국,실곤약채소무침,S사과(100g),S멜론(100g),찹쌀팥밥(55),닭고기채소찌개,브로콜리달걀볶음,얼갈이배추겉절이,단배추물김치,S(우유제외)토마토스파게티,S우유(100ml),찹쌀팥밥(55),북어김치국,탕평채무침,건새우애호박볶음,열무김치
잡곡밥(55),떡국,땅콩우엉무침,S복숭아(황도)-80g,S참외(50g),잡곡밥(55),닭고기채소찌개,으깬두부채소전,매쉬드포테이토,나박김치,S쌀과자,S검은깨두유(200ml),잡곡밥(55),해물탕,으깬두부채소전,해초볶음,깻잎김치
율무밥(55),콩나물육개장,치커리무침,S오이당근스틱,S토마토(200g),율무밥(55),동태살국,멸치파프리카볶음,마카로니채소샐러드(토마토소스),콜라비나박김치,S치즈,S우유미숫가루,율무밥(55),떡국,떡갈비간장조림,매콤숙주미나리무침,비트초절이
잡곡밥(55),맑은장국,유채나물,S사과(35g),S복숭아(천도)-60g,잡곡밥(55),아욱우렁된장국,황태채조림,오징어채무침,열무물김치,S소보로빵,S(우유제외)복숭아호두스무디,잡곡밥(55),소시지피망볶음,소면채소무침,오징어채소볶음,비트초절이
찹쌀밥(40),어묵국수,깻잎들깨볶음,S복숭아(황도)-80g,S멜론(50g),찹쌀밥(40),매콤애호박국,치즈돈까스,진미채초무침,석박지,S(우유제외)토마토스파게티,S오미자아이스크림,찹쌀밥(40),해물탕,고구마연근맛탕,매콤숙주미나리무침,깍두기
찹쌀팥밥(55),버섯개장,채소샐러드,S사과(35g),S멜론(50g),찹쌀팥밥(55),건새우시금치국,수제비샐러드,김구이+양념장,배추김치,S(우유제외)알리오올리오스파게티,S오미자아이스크림,찹쌀팥밥(55),북어달걀국,으깬두부채소전,애호박볶음,나박김치
수수밥(55),대구지리,동초무침,S멜론(50g),S사과(35g),수수밥(63),닭고기채소찌개,동태포전,실곤약채소무침,열무물김치,S모닝빵,S복숭아호두스무디,수수밥(55),온도토리묵국,맛살꼬지전,해초볶음,나박김치
검정콩밥(55),콩가루얼갈이배추국,채소샐러드,S복숭아(황도)-80g,S블루베리고구마샐러드,오징어채소덮밥,맑은육개장,소고기채소조림,가지양념무침,깍두기,S(우유제외)토마토스파게티,S고칼슘우유(100ml),검정콩밥(55),매콤애호박국,옥수수채소튀김,감자당근채볶음,배추김치
완두콩밥(63),쑥갓어묵탕,요거트과일샐러드,S복숭아(천도)-60g,B귤(80g),완두콩밥(63),순한육개장,칠리새우,애호박건새우볶음,비트초절이,S카카오올리브케익,S오미자아이스크림,완두콩밥(63),실파장국,맛살꼬지전,과일샐러드(요거트드레싱),단배추물김치
밤찹쌀팥밥(63),소고기콩나물국,깻잎순멸치볶음,S사과(35g),S멜론(50g),밤찹쌀팥밥(63),실파장국,생선까스,양배추채무침,얼갈이배추김치,S(우유제외)웨지감자구이,S우유(200ml),밤찹쌀팥밥(63),삼계탕,으깬두부채소전,땅콩우엉무침,파김치
수수밥(63),단호박수제비국,건취나물간장볶음,S복숭아(황도)-80g,S멜론(50g),소고기굴소스덮밥,차돌얼갈이국,새우살볶음,으깬두부채소전,단배추물김치,S크림빵,S우유(100ml),수수밥(63),안매운닭개장,오징어채소볶음,건파래자반,열무물김치
팥밥(63),유부쑥갓맑은국,사과미나리무침,S사과(35g),S멜론(50g),팥밥(63),동태살무국,두부김치볶음,상추쌈,열무물김치,S맘모스빵,S수제블루베리우유,오징어채소덮밥,두부새우젓국,메추리알채소폭찹,진미채초무침,비트초절이
찹쌀보리밥(55),달래맑은국,감자당근채볶음,S포도(100g),S사과(100g),찹쌀보리밥(55),어묵탕,돈까스,맛살볶음,석박지,S(우유제외)웨지감자구이,S수제블루베리우유,닭살채소주먹밥,감자다시마국,온두부+양념장,피망잡채,배추김치
보리밥(55),매콤애호박국,채소샐러드,S복숭아(60g),S복숭아(천도)-60g,소고기카레라이스,차돌얼갈이국,고구마소고기조림,더덕사과무침,단배추물김치,S(우유제외)토마토스파게티,S고칼슘우유(100ml),보리밥(55),대구지리,새우살조림,감자당근채볶음,갓김치
팥밥(55),찹쌀옹심이국,게맛살파프리카볶음,S블루베리고구마샐러드,S사과(35g),팥밥(55),소고기양배추국,소고기장똑똑이,참나물볶음,동치미,S쿠키,S고칼슘우유(100ml),팥밥(55),유부김치국,매콤오징어볶음,양배추마요무침,깻잎김치
찹쌀팥밥(55),유부대파국,과일샐러드(요거트드레싱),S자두(50g),S복숭아(천도)-80g,찹쌀팥밥(55),미니우동,으깬두부채소전,곤드레나물볶음,백김치,S크로와상,S수제블루베리바나나우유,찹쌀팥밥(55),유부된장국,닭고기냉채,감자당근채볶음,배추김치
밤밥(55),다시마양파국,파프리카잡채,S사과(35g),S멜론(50g),밤밥(55),팽이장국,맛살꼬지전,브로콜리채소볶음,오이소박이김치,S크림떡볶이,S검은깨두유(200ml),오징어채소덮밥,모듬버섯찌개,너비아니구이,오이당근무침,비트초절이
고구마밥(63),(저염)닭곰탕,진미채초무침,S블루베리고구마샐러드,S복숭아(60g),고구마밥(63),건새우시금치국,가래떡김치전,땅콩우엉조림,나박김치,S매실젤리,S오미자아이스크림,고구마밥(63),떡국,닭고기냉채,땅콩우엉무침,비트초절이
밤밥(63),수제비국,배추게맛살샐러드,S오렌지(50g),S복숭아(80g),밤밥(63),감자호박국,순살닭강정,느타리버섯조림,나박김치,S온메밀국수,S우유(200ml),소고기카레라이스,실파맑은국,오믈렛,도라지배무침,백김치
완두콩밥(55),대구지리,참치양파볶음,S멜론(50g),S블루베리(50g),소고기굴소스덮밥,찹쌀옹심이국,매콤오징어볶음,가지양념무침,열무물김치,S단호박샐러드(마요네즈),S고칼슘우유(200ml),완두콩밥(55),어묵국수,삼치무조림,감자당근채볶음,단배추물김치
찹쌀팥밥(55),호박감자수제비국,단호박조림,S복숭아(60g),S사과(50g),찹쌀팥밥(55),동태살무국,소고기토마토조림,고구마순나물,열무물김치,S토마토스크램블에그,S우유(200ml),찹쌀팥밥(55),실파콩나물국,생선까스,채소샐러드,나박김치
찹쌀현미밥(55),호박감자수제비국,무미역무침,S멜론(50g),S사과(35g),찹쌀현미밥(55),유부쑥갓맑은국,김치전,아욱무침,열무김치,S치즈케이크,S바나나쉐이크,깐풍돼지고기덮밥,쑥갓어묵탕,라조기,크래미채소볶음,단배추물김치
검정콩밥(55),애호박맑은국,치즈스크램블에그,S복숭아(80g),S사과(35g),검정콩밥(55),삼계탕,고구마연근맛탕,깻잎순멸치볶음,배추김치,S매실젤리,S오미자아이스크림,검정콩밥(55),팽이장국,떡갈비간장조림,감자당근채볶음,비트초절이
수수밥(63),두부새우젓국,맛살볶음,S복숭아(60g),S과일화채,수수밥(63),동태살국,청경채불고기,진미채초무침,나박김치,S카카오올리브케익,S둥글레차,수수밥(63),콩가루얼갈이배추국,조랭이떡소불고기,동초무침,비트초절이
잡곡밥(55),차돌박이된장국,얼갈이무침,S복숭아(60g),S사과(50g),양배추소시지덮밥,단호박무국,닭가슴살버섯볶음,가지양념찜,배추김치,S(우유제외)알리오올리오스파게티,S오미자차,잡곡밥(55),온도토리묵국,미니돈까스,양배추무침,석박지
잡곡밥(55),소고기떡국,애호박건새우볶음,S사과(50g),B오렌지(100g),잡곡밥(55),동태살무국,오징어청경채볶음,실곤약채소무침,오이소박이김치,S슈크림빵,S식혜,잡곡밥(63),안매운닭개장,조랭이떡소불고기,얼갈이무침,비트초절이
소고기카레라이스,버섯맑은국,과일샐러드(요거트드레싱),S자두(50g),B오렌지(100g),밤찹쌀팥밥(55),팽이버섯된장국,둥근어묵무조림,얼갈이무침,깍두기,S매실젤리,S오미자아이스크림,밤찹쌀팥밥(63),팽이장국,두부톳무침,고구마조림,석박지
기장밥(63),다슬기아욱국,요거트과일샐러드,S멜론(100g),S멜론(100g),기장밥(63),유부쑥갓맑은국,소고기토마토조림,매쉬드포테이토,비트초절이,S고로케,S떠먹는요구르트(100ml),기장밥(63),동태살무국,닭가슴살버섯볶음,과일샐러드(요거트드레싱),단배추물김치
감자밥(63),호박감자수제비국,애호박볶음,S복숭아(천도)-80g,S과일화채,감자밥(63),두부새우젓국,토마토치즈범벅,동초무침,파김치,S녹차밤양갱,S복숭아호두스무디,감자밥(55),유부쑥갓맑은국,삼치무조림,크래미채소볶음,오이소박이김치
기장밥(55),북어김치국,참치양파볶음,S복숭아(황도)-80g,S참외(50g),기장밥(63),해물탕,오징어채소볶음,아욱무침,나박김치,S치즈케이크,S(우유제외)수제블루베리우유,기장밥(63),떡국,토마토카프레제,간장두부조림,비트초절이
고구마밥(63),쑥갓어묵탕,사과미나리무침,S멜론(50g),S블루베리고구마샐러드,오징어채소덮밥,실파장국,으깬두부채소전,참치양파볶음,비트초절이,S치즈케이크,S우유(200ml),고구마밥(55),동태살국,오징어채소볶음,마카로니채소샐러드(토마토소스),백김치
보리밥(63),감자호박국,다시마북어볶음,S사과(35g),S멜론(50g),보리밥(63),감자된장국,떡범벅,미역줄기채소볶음,열무물김치,S카카오올리브케익,S바나나쉐이크,새우크림스파게티,유부쑥갓맑은국,생선까스,얼갈이나물,나박김치
밤찹쌀팥밥(55),김치두부국,마카로니채소샐러드(토마토소스),S멜론(50g),S사과(35g),오징어채소덮밥,온청포묵국,닭가슴살호두조림,잔멸치볶음,비트초절이,S카카오올리브케익,S고구마쉐이크,밤찹쌀팥밥(55),양파당면국,브로콜리달걀볶음,건파래자반,배추김치
밤밥(55),미니우동,(우유제외)옥수수버터구이,S배(50g),S블루베리고구마샐러드,볶음우동,애호박새우젓국,김치전,고구마순나물,단배추물김치,S모카빵,S바나나쉐이크,밤밥(55),차돌얼갈이국,조랭이떡소불고기,두부열무나물,단배추물김치
밤콩밥(55),두부새우젓국,사과미나리무침,S멜론(50g),S복숭아(천도)-80g,밤콩밥(55),유부쑥갓맑은국,떡갈비간장조림,마카로니채소샐러드(토마토소스),비트초절이,S슈크림빵,S보리차,소고기가지덮밥,동태살무국,고구마연근맛탕,아욱무침,비트초절이
팥밥(55),해물탕,삼색나물,S사과(100g),S토마토(100g),팥밥(55),건새우시금치국,오징어완자전,애호박새우젓볶음,나박김치,S쑥떡,S우유(200ml),팥밥(55),김치유부맑은국,매콤오징어볶음,진미채채소무침,비트초절이
잡곡밥(55),동태살국,진미채초무침,S복숭아(황도)-60g,S멜론(50g),잡곡밥(55),실파장국,고구마연근맛탕,가지양념무침,단배추물김치,S(우유제외)토마토스파게티,S우유(200ml),어묵유부우동,오징어찌개,닭다리카레찜,사과상추무침,비트초절이
차조밥(55),당근황태국,사과미나리무침,S사과(50g),S복숭아(황도)-80g,잔멸치주먹밥,순한고추장찌개,두부톳무침,채소샐러드,배추김치,S단호박설기,S고구마쉐이크,차조밥(55),두부새우젓국,소고기찹쌀구이,삼색나물,열무물김치
찹쌀현미밥(63),유부쑥갓맑은국,애호박볶음,S멜론(50g),S블루베리(50g),찹쌀현미밥(63),홍합살맑은국,채소크로켓,가지무침,오이소박이김치,S멸치주먹밥,S우유(150ml),찹쌀현미밥(63),유부양파국,소고기양배추조림,감자당근채볶음,비트초절이
흑미밥(63),차돌박이된장국,동초무침,S감말랭이,S키위(50g),흑미밥(55),애호박맑은국,삼치무조림,새송이버섯나물,단무지,S단호박샐러드,S(우유제외)수제블루베리우유,흑미밥(63),다시마새우젓국,두부달걀부침,고구마줄기볶음,동치미
검정콩밥(63),묵국,참치양파볶음,S복숭아(60g),S사과(35g),검정콩밥(63),차돌얼갈이국,무나물볶음,감자당근채볶음,단배추물김치,S슈크림빵,S우유(150ml),새우크림스파게티,실파장국,옥수수채소튀김,건파래자반,열무김치
팥밥(55),호박감자수제비국,곤드레나물볶음,S복숭아(황도)-80g,S과일화채,오징어덮밥,동태살무국,떡갈비간장조림,과일샐러드(요거트드레싱),배추김치,S새우크림소스볶음,S매실쥬스,팥밥(55),애호박맑은국,생선까스,요거트과일샐러드,열무물김치
쌀밥(40),단호박수제비국,참나물간장무침,S참외(50g),S복숭아(60g),쌀밥(40),소갈비탕,어묵감자조림,조미김,열무물김치,S소보로빵,S코코아,쌀밥(40),떡만두국,감자건포도샐러드,배추게맛살샐러드,단무지
찹쌀현미밥(55),삼계탕,채소샐러드,S복숭아(황도)-80g,S과일화채,소고기카레라이스,매콤애호박국,옥수수채소튀김,진미채초무침,깍두기,S으깬견과류고구마샐러드(요거트),S코코아,찹쌀현미밥(55),동태살무국,매콤오징어볶음,요거트과일샐러드,석박지
옥수수밥(55),차돌얼갈이국,과일샐러드(요거트드레싱),S복숭아(황도)-80g,S멜론(50g),옥수수밥(55),아욱우렁된장국,소고기양배추조림,채소샐러드,깻잎김치,S짜장떡볶이,S요구르트,옥수수밥(55),미니우동,채소스크램블에그,건파래자반,열무물김치
찹쌀보리밥(63),돼지고기고추장찌개,땅콩우엉무침,S사과(35g),S멜론(50g),찹쌀보리밥(63),두부된장찌개,고구마소고기조림,건새우애호박볶음,단배추물김치,S마들렌,S둥글레차,오징어덮밥,우거지맑은국,으깬두부채소전,도라지들깨나물,열무물김치
율무밥(55),묵국,해초볶음,S복숭아(황도)-60g,S멜론(50g),율무밥(55),차돌박이된장국,무나물볶음,고춧잎나물,석박지,S크림떡볶이,S두유(100ml),율무밥(55),떡국,으깬두부채소전,애호박볶음,깍두기
밤밥(63),소고기떡국,사과미나리무침,S복숭아(60g),S참외(50g),밤밥(63),두부새우젓국,고구마연근맛탕,맛살양상추샐러드,오이소박이김치,S단호박샐러드(마요네즈),S수제블루베리우유,해물우동볶음,동태살무국,오징어완자(수제),건취나물간장볶음,나박김치
감자밥(55),동태살무국,애호박볶음,S복숭아(60g),S사과(50g),오징어채소덮밥,유부쑥갓맑은국,고구마연근맛탕,사과미나리무침,오이소박이김치,S(우유제외)토마토스파게티,S우유(200ml),감자밥(55),차돌박이된장국,떡갈비간장조림,감자당근채볶음,배추김치
고구마밥(55),온도토리묵국,부추사과무침,S배(50g),S청포도(100g),고구마밥(55),북어김치국,옥수수채소튀김,과일샐러드(요거트드레싱),석박지,S(우유제외)토마토스파게티,S오미자아이스크림,고구마밥(55),닭살당면국,으깬두부채소전,해초볶음,나박김치
밤찹쌀팥밥(63),다슬기아욱국,마카로니채소샐러드(토마토소스),S과일화채,S참외(50g),밤찹쌀팥밥(63),유부새우젓국,참치어묵조림,감자샐러드,총각김치,S치즈,S보리차,밤찹쌀팥밥(63),미니메밀국수,소고기토마토조림,고구마우유조림,콜라비나박김치
옥수수밥(63),유부쑥갓맑은국,해초볶음,S사과(50g),S복숭아(80g),옥수수밥(63),팽이장국,돈까스,매쉬드포테이토,오이소박이김치,S새우크림소스볶음,S복숭아호두스무디,옥수수밥(63),모듬버섯찌개,소고기무볶음,버섯애호박조림,깻잎김치
현미밥(63),호박감자수제비국,마카로니채소샐러드(토마토소스),S멜론(50g),S사과(100g),현미밥(55),실파장국,청경채불고기,김구이+양념장,오이소박이김치,S크림떡볶이,S복숭아호두스무디,현미밥(55),동태살무국,채소스크램블에그,매쉬드포테이토,배추김치
밤콩밥(55),닭고기채소찌개,감자당근채볶음,S멜론(50g),S사과(100g),밤콩밥(55),실파달걀국,탕수육+소스,양배추나물,깻잎김치,S밤식빵,S우유(200ml),밤콩밥(55),떡국,채소스크램블에그,숙주당근나물,나박김치
감자밥(55),동태살국,얼갈이배추겉절이,S멜론(50g),S사과(100g),소고기가지덮밥,실파장국,고구마소고기조림,감자당근채볶음,비트초절이,S토마토스파게티,S우유(200ml),감자밥(55),안매운닭개장,양파어묵전,매콤숙주오이무침,단배추물김치
완두콩밥(55),가자미미역국,부추사과무침,S블루베리고구마샐러드,S복숭아(천도)-80g,완두콩밥(55),유부새우젓국,옥수수채소튀김,건파래자반,비트초절이,S소보로빵,S요구르트,완두콩밥(55),차돌얼갈이국,단호박달걀찜,오이생채,열무물김치
감자밥(55),떡국,느타리버섯조림,S블루베리고구마샐러드,S멜론(50g),감자밥(55),동태살국,소고기당면불고기,무미역생채,콜라비나박김치,S마들렌,S검은깨두유(200ml),크림소스스파게티,냉콩나물국,생선까스,도토리묵채소무침,비트초절이
크림소스스파게티,버섯개장,오이생채,S복숭아(황도)-80g,S참외(50g),차조밥(63),두부새우젓국,옥수수채소튀김,매콤숙주미나리무침,열무물김치,S시금치견과류주먹밥,S둥글레차,차조밥(63),온도토리묵국,소면채소무침,곤드레나물,나박김치
옥수수밥(55),달걀쑥국,애호박볶음,S복숭아(60g),S사과(35g),옥수수밥(55),닭곰탕,감자그라탕,매쉬드포테이토,나박김치,S(우유제외)토마토스파게티,S보리차,옥수수밥(55),두부감자국,소고기육전,우엉조랭이떡조림,얼갈이배추김치
잡곡밥(55),늙은호박국,도라지무침,S과일화채,S복숭아(60g),잡곡밥(55),미니우동,채소스크램블에그,매쉬드포테이토,깻잎김치,S(우유제외)알리오올리오스파게티,S코코아,잡곡밥(55),동태맑은국,라조기,건취나물간장볶음,열무물김치
오징어덮밥,호박감자수제비국,사과미나리무침,S블루베리고구마샐러드,S멜론(50g),고구마밥(55),동태살무국,소고기당면불고기,가지무침,비트초절이,S크림떡볶이,S오미자아이스크림,고구마밥(55),감자된장국,미역귀튀각,애호박새우젓볶음,오이소박이김치
찹쌀현미밥(55),팽이장국,무미역무침,S복숭아(60g),S사과(50g),찹쌀현미밥(55),어묵맑은국,라조기,애호박볶음,나박김치,S채소주먹밥,S우유(150ml),새우크림스파게티,실파맑은국,소고기당면불고기,얼갈이배추겉절이,깍두기
보리밥(55),동태살무국,달걀샐러드,S사과(50g),S복숭아(60g),김치우동,팽이장국,갈치구이,가지양념찜,열무물김치,S(우유제외)토마토스파게티,S수제블루베리우유,보리밥(55),유부쑥갓맑은국,고구마연근맛탕,애호박볶음,배추김치
옥수수밥(63),안매운순두부찌개,미역줄기채소볶음,S복숭아(60g),S오렌지(50g),옥수수밥(63),닭고기채소찌개,소고기토마토조림,가지양념무침,깍두기,S달걀토스트,S우유(150ml),오징어채소덮밥,팽이장국,(저염)갈치조림,오이당근무침,열무물김치
검정콩밥(63),매콤애호박국,북어채무침,S사과(35g),S방울토마토(35g),검정콩밥(63),가자미미역국,닭고기냉채,곤드레나물볶음,파김치,S(우유제외)알리오올리오스파게티,S코코아,검정콩밥(63),북어달걀국,두부냉채,감자당근채볶음,오이소박이김치
쌀밥(40),근대된장국,토마토범벅,S멜론(50g),S포도(100g),쌀밥(40),닭고기채소찌개,매콤오삼불고기,애호박건새우볶음,나박김치,S절편,S수제블루베리우유,쌀밥(55),근대국,채소스크램블에그,실곤약간장채소무침,비트초절이
잡곡밥(55),차돌얼갈이국,애호박볶음,S사과(35g),S참외(50g),잡곡밥(55),닭고기채소찌개,어묵채소볶음,무미역무침,단배추물김치,S쌀과자,S망고주스,새우크림스파게티,실파장국,옥수수채소튀김,애호박건새우볶음,열무김치
밤밥(63),해물탕,진미채초무침,S블루베리(50g),S사과(35g),밤밥(63),김치유부맑은국,고구마연근맛탕,참치양파볶음,나박김치,S쿠키,B고칼슘우유(100ml),밤밥(63),동태살무국,매콤오징어볶음,옥수수치즈전,비트초절이
고구마밥(55),맑은양배추국,감자당근채볶음,S복숭아(60g),S멜론(50g),고구마밥(55),어묵국수,가지구이,단호박견과류샐러드,열무물김치,S매실젤리,S둥글레차,고구마밥(55),떡만두국,조랭이떡소불고기,건새우애호박볶음,나박김치
흑미밥(63),근대국,애호박새우젓볶음,S복숭아(황도)-80g,S참외(50g),흑미밥(55),동태살무국,으깬두부채소전,건파래자반,나박김치,S(우유제외)알리오올리오스파게티,S복숭아호두스무디,흑미밥(55),쑥갓어묵탕,소고기토마토조림,과일샐러드(요거트드레싱),석박지
찹쌀현미밥(55),어묵국수,배추게맛살샐러드,S사과(35g),S멜론(50g),찹쌀현미밥(55),대구지리,참치어묵조림,무미역생채,비트초절이,S맘모스빵,S오미자아이스크림,찹쌀현미밥(55),닭고기채소찌개,두부채소굴소스볶음,건새우애호박볶음,나박김치
흑미밥(55),차돌얼갈이국,애호박볶음,S복숭아(황도)-80g,S과일화채,흑미밥(55),찹쌀옹심이국,베이컨애호박볶음,가지양념무침,갓김치,S단호박샐러드,S보리차,참나물유부초밥,미니우동,옥수수치즈전,애호박건새우볶음,열무물김치
흑미밥(55),홍합국,당근양파볶음,S복숭아(60g),S멜론(50g),브로콜리채소볶음밥,콩가루얼갈이배추국,삼치무조림,다시마북어볶음,비트초절이,S오이달걀샐러드빵,S바나나쉐이크,흑미밥(55),버섯육개장,브로콜리오징어무침,도라지배무침,비트초절이
보리밥(63),동태살국,마카로니채소샐러드(토마토소스),S멜론(50g),S사과(35g),소고기가지덮밥,실파맑은국,으깬두부채소전,감자당근채볶음,나박김치,S떡국,S우유(200ml),보리밥(63),해물탕,오리훈제구이,애호박볶음,비트초절이
율무밥(55),호박감자수제비국,맛살볶음,S복숭아(60g),S복숭아(천도)-60g,율무밥(55),온청포묵국,오리훈제구이,양배추볶음,배추김치,S짜장떡볶이,S오미자아이스크림,율무밥(55),동태살무국,김치전,얼갈이무침,배추김치
밤콩밥(63),닭고기채소찌개,청경채사과무침,S멜론(100g),S복숭아(60g),소고기하이라이스,버섯개장,토마토치즈범벅,건새우애호박볶음,석박지,S소보로빵,S보리차,밤콩밥(55),실파장국,고구마연근맛탕,아욱무침,깍두기
고구마밥(55),묵국,감자볶음,S멜론(50g),S사과(75g),고구마밥(55),양파채국,소고기토마토조림,일미무침,나박김치,S수제비,S호두우유,고구마밥(55),(저염)닭곰탕,소고기토마토조림,(우유제외)감자버터구이,비트초절이
