1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
밤밥(55),두부새우젓국,감자그라탕,S복숭아(60g),S멜론(50g),밤밥(63),동태살국,소고기양배추조림,과일샐러드(요거트드레싱),깻잎김치,S슈크림빵,S둥글레차,밤밥(55),건새우시금치국,고구마연근맛탕,동초무침,비트초절이
잡곡밥(55),팽이장국,미역줄기채소볶음,S당근스틱,S복숭아(60g),잡곡밥(55),실파장국,라조기,고춧잎된장무침,열무물김치,S(우유제외)수제멸치과자,S검은깨두유(150ml),잡곡밥(55),동태살무국,조랭이떡소불고기,돈까스,비트초절이
찹쌀현미밥(63),달걀파국,깻잎멸치찜,S사과(75g),S멜론(75g),찹쌀현미밥(55),동태살무국,오리훈제구이,양상추샐러드(발사믹드레싱),오이소박이김치,S샌드위치,S고칼슘오렌지주스,오징어덮밥,팽이장국,시금치두부전,수제비샐러드,배추김치
쌀밥(40),떡국,진미채초무침,S사과(100g),S멜론(50g),쌀밥(55),들깨감자국,달걀치즈말이,가지나물무침,열무물김치,S단팥빵,S우유(200ml),쌀밥(55),아욱우렁된장국,삼치구이+양념장,도토리묵무침,나박김치
차조밥(63),근대국,애호박건새우볶음,S복숭아(천도)-80g,S복숭아(천도)-60g,차조밥(63),동태살무국,으깬두부채소전,감자그라탕,열무물김치,S연두부샐러드(오리엔탈드레싱),S레몬주스,차조밥(55),우동국물,소고기채소조림,과일샐러드(요거트드레싱),비트초절이
밤밥(55),호박감자수제비국,무미역무침,S사과(35g),S멜론(50g),밤밥(55),두부새우젓국,으깬두부채소전,단호박견과류찜,비트초절이,S멸치주먹밥,S고구마쉐이크,밤밥(55),동태살무국,탕평채무침,건파래자반,콜라비나박김치
찰현미밥(55),동태살국,건취나물간장볶음,S복숭아(천도)-60g,S멜론(50g),찰현미밥(55),미니우동,오징어불고기,건새우애호박볶음,단배추물김치,S(우유제외)토마토스파게티,S둥글레차,찰현미밥(55),안매운닭개장,단호박달걀찜,감자그라탕,열무김치
검정콩밥(55),설렁탕,건새우애호박볶음,S단감(50g),S귤(80g),검정콩밥(55),설렁탕+소면,삼치레몬구이,숙주당근나물,깻잎김치,S치즈,S우유(200ml),검정콩밥(55),늙은호박국,소면채소무침,무미역무침,열무물김치
고구마밥(55),동태살국,참치양파볶음,S복숭아(황도)-80g,S블루베리고구마샐러드,고구마밥(55),미니우동,두부톳무침,가지양념무침,비트초절이,S단호박샐러드(마요네즈),S수정과,고구마밥(55),차돌얼갈이국,매콤오징어볶음,감자그라탕,단배추물김치
밤찹쌀팥밥(63),얼갈이맑은국,무미역무침,S사과(35g),S멜론(50g),밤찹쌀팥밥(63),애호박맑은국,매콤주꾸미볶음,감자그라탕,배추김치,S슈크림빵,S고구마쉐이크,밤찹쌀팥밥(63),사골당면국,새우살조림,양상추요거트샐러드,열무물김치
밤밥(55),차돌얼갈이국,해초볶음,S복숭아(60g),S귤(50g),밤밥(55),늙은호박국,옥수수치즈전,상추쌈,단배추물김치,S(우유제외)토마토스파게티,S오미자아이스크림,밤밥(55),닭개장,삼치양념조림,찐감자,깻잎김치
밤밥(55),차돌얼갈이국,해초볶음,S복숭아(60g),S귤(50g),밤밥(55),늙은호박국,삼치양념조림,양배추무침,깻잎김치,S(우유제외)토마토스파게티,S식혜,밤밥(55),닭개장,옥수수치즈전,청포묵숙주김무침,단배추물김치
찹쌀팥밥(55),유부쑥갓맑은국,돼지고기곤약조림,S사과(75g),S복숭아(60g),찹쌀팥밥(55),매콤애호박국,가자미구이,배추게맛살샐러드,깍두기,S치즈케이크,S우유(100ml),찹쌀팥밥(55),버섯개장,칠리새우,파래무침,깍두기
찹쌀밥(40),멸치장국,고구마우유조림,S당근스틱,S블루베리고구마샐러드,찹쌀밥(40),해물탕,소고기케첩볶음,감자당근채볶음,열무물김치,S연두부샐러드(오리엔탈드레싱),S보리차,찹쌀밥(40),우동면국,미역귀튀각,새우까스,석박지
찰현미밥(55),애호박맑은국,건취나물간장볶음,S토마토(200g),S사과(35g),오징어덮밥,유부쑥갓맑은국,생선까스,채소샐러드,비트초절이,S크림떡볶이,S고칼슘오렌지주스,찰현미밥(63),된장찌개,파돼지불고기,무미역무침,나박김치
찹쌀밥(40),감자미역국,다시마북어볶음,S블루베리고구마샐러드,S멜론(50g),찹쌀밥(40),차돌얼갈이국,라조기,더덕사과무침,단배추물김치,S(우유제외)토마토스파게티,S둥글레차,찹쌀밥(40),안매운닭개장,애호박생선살찜,상추오이무침,배추김치
감자밥(55),만두국,동초무침,S사과(35g),S귤(50g),감자밥(55),차돌얼갈이국,온두부찜,참치양파볶음,배추김치,S(우유제외)토마토스파게티,S둥글레차,감자밥(55),미니우동,김치전,매쉬드포테이토,열무김치
찹쌀팥밥(55),호박감자수제비국,진미채초무침,S블루베리(50g),S사과(35g),찹쌀팥밥(55),매콤애호박국,소고기양배추조림,미역줄기채소볶음,비트초절이,S치즈케이크,S복숭아호두스무디,찹쌀팥밥(55),동태살무국,소고기감자조림,건취나물간장볶음,배추김치
보리밥(63),탕국,톳나물무침,S귤(50g),S복숭아(천도)-60g,보리밥(63),매콤애호박국,완자전,오이무침,배추김치,S단호박찜,S우유(200ml),보리밥(63),다시마새우젓국,생선까스,양상추요거트샐러드,깍두기
찹쌀밥(40),어묵감자국,온두부찜,S바나나(100g),S사과(35g),찹쌀밥(55),차돌박이된장국,닭살버섯불고기,청경채초무침,배추김치,S쑥떡(40g),S검은깨두유(100ml),찹쌀밥(40),다진소고기콩나물국,감자채소조림,동초무침,배추김치
보리밥(55),우렁이두부된장국,참외나물,S복숭아(60g),S사과(100g),보리밥(55),양지곰국,다시마튀각,(고춧가루제외)노각무침,배추김치,S증편,S고칼슘우유(200ml),보리밥(55),실파장국,소고기찹쌀구이,상추오이무침,파프리카피클
옥수수밥(63),우동국물,애호박볶음,S복숭아(천도)-80g,S복숭아(80g),옥수수밥(63),유부쑥갓맑은국,소고기양배추조림,건새우애호박볶음,나박김치,S크림떡볶이,S둥글레차,옥수수밥(63),매콤애호박국,소고기토마토볶음,감자그라탕,비트초절이
보리밥(63),부추맑은국,감자치즈전,S배(50g),S복숭아(천도)-60g,보리밥(55),실파장국,(저염)갈치조림,애호박양파볶음,나박김치,S절편(40g),S오미자아이스크림,보리밥(63),새우살시금치국,찹스테이크,상추묵무침,배추김치
찹쌀현미밥(55),북어달걀국,고구마줄기볶음,S복숭아(천도)-80g,S블루베리(50g),찹쌀현미밥(63),얼갈이배추국,참치어묵조림,쑥갓나물,나박김치,S크림떡볶이,S우유(200ml),찹쌀현미밥(63),실파장국,등심탕수육+소스,상추겉절이,배추김치
찹쌀보리밥(55),동태살무국,매콤오징어볶음,S사과(35g),S복숭아(천도)-60g,찹쌀보리밥(55),호박감자수제비국,삼겹살구이,상추쌈,배추김치,S절편(40g),S우유(200ml),찹쌀보리밥(55),유부쑥갓맑은국,소고기토마토조림,오이무침,배추김치
잡곡밥(55),만두국,김구이,S사과(100g),S멜론(100g),오징어덮밥,맑은가쓰오부시장국,숙주당근나물,뱅어포조림,비트초절이,S슈크림빵,S수제블루베리우유,잡곡밥(55),아욱우렁된장국,애호박생선살찜,소고기토마토조림,단배추물김치
수수밥(55),북어김치국,파래자반,S사과(35g),S참외(50g),수수밥(63),닭고기채소찌개,참치어묵조림,뱅어포볶음,석박지,S단팥빵,S수제바나나우유,수수밥(63),버섯부추국,제육불고기,쌈채소+쌈장,깍두기
찹쌀밥(40),콩가루얼갈이배추국,애호박건새우볶음,S멜론(50g),S복숭아(황도)-80g,찹쌀밥(55),다슬기된장국,소면채소무침,닭살간장조림,나박김치,S크림빵,S우유(150ml),찹쌀밥(63),닭고기채소찌개,동태포전,가지양념찜,석박지
밤밥(55),콩가루얼갈이배추국,건새우애호박볶음,S복숭아(60g),S멜론(50g),밤밥(63),동태살국,멸치새송이버섯볶음,상추묵무침,나박김치,S크림떡볶이,S오미자아이스크림,밤밥(55),떡국,병어조림,땅콩우엉무침,깍두기
현미밥(55),건새우된장국,우엉간장조림,S복숭아(황도)-80g,S오렌지(50g),현미밥(63),우동국물,소고기찹스테이크,채소샐러드,깍두기,S찐빵,S우유(100ml),현미밥(55),(저염)닭곰탕,삼치살양념조림,청경채나물,총각김치
현미밥(63),매콤어묵국,무채무침,S사과(35g),S방울토마토(70g),현미밥(63),팽이미소국,두부톳무침,상추오이무침,배추김치,S쑥떡(40g),S우유(200ml),현미밥(63),얼갈이된장국,고구마연근맛탕,땅콩우엉무침,나박김치
감자밥(55),닭고기채소찌개,과일샐러드(요거트드레싱),S복숭아(백도)-80g,S복숭아(황도)-80g,감자밥(55),해물탕,닭날개북어찜,애호박건새우볶음,비트초절이,S단호박샐러드,S보리차,감자밥(55),어묵국수,라조기,감자그라탕,깍두기
쌀밥(40),맑은배추국,온두부찜,S복숭아(황도)-80g,S사과(100g),양배추밥+양념장,소고기두부탕국,단호박오징어찜,치커리무침,비트초절이,S절편(40g),S우유(200ml),쌀밥(63),표고버섯된장국,삼겹살구이,모듬채소,배추김치
찰현미밥(63),오징어감자국,얼갈이무침,S사과(75g),S사과(35g),찰현미밥(55),김치유부맑은국,새우까스,양배추오이샐러드,깍두기,S멸치주먹밥,S보리차,찰현미밥(63),버섯개장,애호박생선살찜,사과미나리무침,비트초절이
팥밥(55),감자된장국,두부채소굴소스볶음,S참외(50g),S멜론(50g),일본식소고기덮밥(규동),우동국물,Empty,채소샐러드,깍두기,S쿠키,S우유(200ml),팥밥(55),온청포묵국,삼치무조림,얼갈이무침,배추김치
찹쌀보리밥(63),김치두부국,애호박볶음,S복숭아(천도)-80g,S복숭아(80g),소고기하이라이스,실파장국,참치어묵조림,동초무침,배추김치,S치즈스틱,S둥글레차,찹쌀보리밥(63),매콤애호박국,오리훈제구이,오이파프리카무침,석박지
잡곡밥(55),동태살무국,애호박볶음,S사과(100g),S토마토(100g),닭칼국수,Empty,깻잎참치전,연두부+양념장,배추김치,S으깬견과류고구마샐러드(요거트),S둥글레차,잡곡밥(55),우렁이두부된장국,소고기양배추조림,고구마줄기볶음,배추김치
찹쌀팥밥(55),미니새우튀김우동,건취나물볶음,S복숭아(천도)-60g,S복숭아(60g),찹쌀팥밥(55),유부맑은국,떡갈비간장조림,크래미채소볶음,파김치,S채소찐빵,S둥글레차,찹쌀팥밥(55),매콤애호박국,닭고기냉채,감자그라탕,오이소박이김치
옥수수밥(55),양파당면국,달걀말이,S복숭아(천도)-60g,S오이스틱,참나물유부초밥,조랭이떡국,배추장떡,과일샐러드(요거트드레싱),비트초절이,S찐고구마(80g),S떠먹는요구르트(100ml),옥수수밥(55),대합미역국,대구구이,오이파프리카무침,배추김치
흑미밥(55),동태살국,부추양파겉절이,S멜론(50g),S사과(35g),흑미밥(55),닭고기채소찌개,두부미역무침,부추무침,비트초절이,S쌀과자,S우유(200ml),흑미밥(55),쑥국,새우살채소볶음,브로콜리무침,단배추물김치
찹쌀밥(40),떡국,동초무침,S복숭아(천도)-60g,S땅콩,오징어채소덮밥,실파장국,라조기,채소샐러드,석박지,S케이크,S우유(200ml),찹쌀밥(40),닭살당면국,애호박생선살찜,땅콩우엉무침,나박김치
보리밥(55),어묵국,애호박건새우볶음,S오렌지(50g),S사과(35g),보리밥(63),해물탕,두부버섯스테이크,과일샐러드(요거트드레싱),비트초절이,S단호박샐러드,S보리차,보리밥(63),닭고기채소찌개,간장코다리강정,매쉬드포테이토,깍두기
밤찹쌀팥밥(55),팽이장국,햄구이,S사과(100g),S수박화채,밤찹쌀팥밥(63),대구탕,동그랑땡전,양상추요거트샐러드,비트초절이,S약과,S우유(100ml),밤찹쌀팥밥(55),애호박새우젓국,피망어묵볶음,매쉬드포테이토,배추김치
팥밥(63),동태살무국,진미채채소무침,S블루베리고구마샐러드,S복숭아(천도)-80g,팥밥(55),대구지리,참치어묵조림,곤드레나물볶음,배추김치,S으깬견과류고구마샐러드(요거트),S보리차,팥밥(55),유부쑥갓맑은국,소고기토마토조림,맛살볶음,배추김치
찹쌀팥밥(55),유부맑은국,떡갈비간장조림,S단감(50g),S사과(35g),찹쌀팥밥(55),닭다리백숙,해물부추전,오이무침,깍두기,S단호박꿀찜,S우유(200ml),찹쌀팥밥(63),아욱우렁된장국,삼치무조림,애호박볶음,얼갈이배추김치
검정콩밥(63),건새우된장국,노각나물,S복숭아(60g),S호두,검정콩밥(63),닭고기채소찌개,새우버터구이,도라지나물,깍두기,S(우유제외)토마토스파게티,S보리차,검정콩밥(63),시금치된장국,뱅어포간장조림,오이생채,깍두기
감자밥(55),북어달걀국,김구이+달래양념장,S멜론(100g),S바나나(100g),김치치즈볶음밥,쑥갓어묵국,감자그라탕,양상추요거트샐러드,나박김치,S약과,S보리차,감자밥(63),버섯개장,닭살고구마조림,해초볶음,석박지
찹쌀밥(40),감자된장국,잔멸치볶음,S멜론(50g),S블루베리고구마샐러드,찹쌀밥(40),해물탕,으깬두부채소전,실곤약채소무침,열무물김치,S으깬견과류고구마샐러드(요거트),S오미자아이스크림,찹쌀밥(40),사골파국,매콤오징어볶음,건파래자반,깍두기
밤밥(55),안매운닭개장,마카로니채소샐러드(토마토소스),S사과(35g),S멜론(50g),밤밥(63),(저염)닭곰탕,매콤주꾸미볶음,동초무침,열무물김치,S절편(40g),S(우유제외)수제블루베리우유,밤밥(63),오징어찌개,주꾸미숙회,감자그라탕,열무물김치
찹쌀보리밥(63),소고기미역국,건새우애호박볶음,S복숭아(60g),S사과(35g),찹쌀보리밥(63),유부쑥갓맑은국,닭고기냉채,도라지나물,나박김치,S으깬견과류고구마샐러드(요거트),S우유(200ml),찹쌀보리밥(63),버섯개장,매콤오삼불고기,감자당근채볶음,오이소박이김치
옥수수밥(55),두부새우젓국,애호박볶음,S복숭아(60g),S복숭아(황도)-80g,옥수수밥(55),닭고기채소찌개,참치어묵조림,과일샐러드(요거트드레싱),배추김치,S크림떡볶이,S쌀음료,옥수수밥(55),어묵국수,새우살채소볶음,감자전,배추김치
찹쌀팥밥(55),북어달걀국,진미채초무침,S복숭아(황도)-80g,S참외(50g),찹쌀팥밥(55),두부새우젓국,등심탕수육+소스,무미역생채,배추김치,S크림빵,S고구마쉐이크,찹쌀팥밥(55),동태살무국,참치어묵조림,파프리카사과초무침,석박지
율무밥(63),동태살국,상추오이무침,S자두(50g),S복숭아(60g),율무밥(63),두부새우젓국,닭다리살튀김,매콤숙주미나리무침,나박김치,S절편(40g),S오미자아이스크림,율무밥(55),매콤애호박국,고구마연근맛탕,청포묵숙주김무침,석박지
감자밥(63),닭곰탕,애호박볶음,S멜론(50g),S바나나(50g),감자밥(63),유부쑥갓맑은국,떡갈비간장조림,건새우애호박볶음,오이소박이김치,S짜장떡볶이,S토마토쉐이크,감자밥(63),동태살무국,매콤오징어볶음,감자그라탕,열무물김치
찹쌀밥(40),부추미소장국,양배추맛살나물,S아몬드,S사과(35g),찹쌀밥(40),소고기두부탕국,고등어무조림,양배추찜+쌈장,배추김치,S절편(40g),S(우유제외)고구마쉐이크,카레라이스,곤약어묵국,으깬두부채소전,우엉조림,깍두기
찹쌀밥(40),동태살국,애호박건새우볶음,S복숭아(천도)-60g,S복숭아(60g),새송이버섯카레라이스,쑥갓어묵탕,사과미나리무침,감자그라탕,깍두기,S(우유제외)토마토스파게티,S떠먹는요구르트(100ml),찹쌀밥(40),해물탕,닭살간장조림,가지양념무침,비트초절이
보리밥(55),애호박새우젓국찌개,김달걀말이,S사과(100g),S(우유제외)과일화채,백김치볶음밥,부추맑은국,뱅어포튀김,치커리배무침,나박김치,S단팥빵,S우유(200ml),보리밥(55),소고기두부탕국,삼치무조림,상추묵무침,배추김치
수수밥(55),무채국,곤약메추리알장조림,S멜론(100g),S(우유제외)과일화채,수수밥(55),근대국,(저염)갈치조림,숙주당근나물,나박김치,S쑥떡(40g),S검은깨두유(150ml),수수밥(55),새우달걀국,소고기감자조림,미나리나물,석박지
찹쌀팥밥(55),들깨감자국,건파래자반,S사과(35g),S복숭아(천도)-80g,찹쌀닭백숙,Empty,오징어초무침,땅콩우엉조림,깍두기,S참치밥전,S수제블루베리우유,찹쌀팥밥(55),다진소고기콩나물국,궁중떡볶음,청경채초무침,석박지
현미밥(55),유부쑥갓맑은국,채소샐러드,S사과(35g),S멜론(50g),현미밥(55),동태살무국,소고기떡찜,감자그라탕,배추김치,S쿠키,S떠먹는요구르트(100ml),현미밥(55),두부새우젓국,닭고기냉채,가지양념찜,오이소박이김치
차조밥(55),동태살국,파래무침,S멜론(50g),S복숭아(황도)-80g,오징어덮밥,실파장국,고구마연근맛탕,파프리카유자청무침,열무물김치,S치즈,S오미자아이스크림,차조밥(55),해물탕,명엽채고추장조림,도토리묵무침,배추김치
수수밥(55),동태살무국,애호박건새우볶음,S복숭아(60g),S사과(35g),수수밥(55),다슬기된장국,삼치무조림,감자당근채볶음,나박김치,S절편,S오미자아이스크림,수수밥(55),해물탕,고구마연근맛탕,배추겉절이,단배추물김치
밤콩밥(55),매콤애호박국,참치양파볶음,S사과(35g),S멜론(50g),밤콩밥(55),차돌얼갈이국,온두부찜,동초무침,단배추물김치,S(우유제외)토마토스파게티,S둥글레차,밤콩밥(55),미니우동,김치전,감자그라탕,열무김치
쌀밥(40),매콤어묵국,청경채초무침,S포도(100g),S복숭아(천도)-60g,쌀밥(40),팽이버섯미역된장국,찹스테이크,양배추샐러드(딸기드레싱),백김치,S참치밥전,S검은깨두유(200ml),쌀밥(55),다슬기된장국,소고기등심떡찜,김구이,콜라비나박김치
쌀밥(40),팽이장국,소고기무볶음,S복숭아(천도)-60g,S감말랭이,해물볶음밥,미니칼국수,김치전,파프리카유자청무침,열무김치,S쌀과자,S우유(200ml),쌀밥(55),된장찌개,삼겹살구이,모듬채소,열무물김치
밤밥(55),떡국,얼갈이무침,S복숭아(백도)-80g,S사과(35g),밤밥(55),다슬기된장국,병어조림,애호박건새우볶음,배추김치,S유부초밥,S둥글레차,밤밥(63),실파장국,돈까스,양배추오이샐러드,깍두기
찹쌀밥(40),매콤애호박국,참치양파볶음,S복숭아(60g),S복숭아(황도)-80g,찹쌀밥(55),해물탕,돈까스+소스,마카로니채소샐러드(토마토소스),나박김치,S크로와상,S보리차,찹쌀밥(40),아욱우렁된장국,매콤오징어볶음,으깬두부채소전,석박지
잡곡밥(55),유부쑥갓맑은국,참치어묵조림,S사과(35g),S귤(80g),잡곡밥(55),버섯개장,소고기찹쌀구이,마늘종볶음,얼갈이배추김치,S쿠키,S우유(200ml),잡곡밥(55),매콤애호박국,닭살간장조림,숙주당근나물,배추김치
감자밥(55),실파장국,양배추호두무침,S복숭아(천도)-80g,S사과(35g),감자밥(55),아욱우렁된장국,매콤오징어볶음,단호박찜,나박김치,S송편(40g),S우유(200ml),쌀밥(55),떡국,소고기당면불고기,도토리묵상추무침,나박김치
차조밥(55),쑥갓어묵탕,건새우애호박볶음,S복숭아(60g),S복숭아(천도)-60g,차조밥(55),유부장국,치킨까스+소스,과일샐러드(요거트드레싱),오이소박이김치,S크림떡볶이,S둥글레차,차조밥(55),버섯개장,닭고기냉채,채소옥수수튀김,배추김치
찰현미밥(63),양파오징어국,어묵감자조림,S복숭아(80g),S복숭아(천도)-80g,일본식소고기덮밥(규동),실파장국,진미채초무침,과일샐러드(요거트드레싱),비트초절이,S매실젤리,S우유(200ml),찰현미밥(63),아욱우렁된장국,동태무조림,브로콜리숙채,배추김치
쌀밥(40),북어김치국,소고기장조림,S사과(100g),S블루베리(50g),쌀밥(55),닭살숙주국,삼치유자소스조림,새송이버섯전,배추김치,S프렌치토스트,S우유(200ml),쌀밥(63),애호박두부젓국찌개,새우볼조림,양념가지찜,나박김치
흑미밥(63),대합미역국,얼갈이무침,S복숭아(60g),S사과(75g),흑미밥(63),유부쑥갓맑은국,새우까스,애호박볶음,열무물김치,S단호박꿀찜,S둥글레차,흑미밥(63),대구지리,메추리알장조림,땅콩우엉무침,배추김치
찹쌀보리밥(55),애호박맑은국,참치어묵조림,S복숭아(60g),S복숭아(천도)-60g,새우크림스파게티,유부쑥갓맑은국,토마토카프레제,미니돈까스,비트초절이,S쌀과자,S수정과,찹쌀보리밥(55),동태살무국,두부볼케첩조림,사과미나리무침,배추김치
찹쌀보리밥(55),소고기떡국,아욱무침,S복숭아(천도)-60g,S자두(50g),찹쌀보리밥(55),호박감자수제비국,조기찜,크래미채소볶음,열무물김치,S크림떡볶이,S떠먹는요구르트(100ml),찹쌀보리밥(55),얼갈이배추국,매콤오삼불고기,북어채볶음,배추김치
잡곡밥(55),건새우된장국,황태채조림,S멜론(50g),S사과(100g),잡곡밥(55),차돌얼갈이국,주꾸미숙회,해초볶음,단배추물김치,S치즈케이크,S포도주스,알리오올리오스파게티,미역장국,미니돈까스,단호박고구마샐러드,비트초절이
고구마밥(63),오징어국,고구마줄기볶음,S복숭아(황도)-80g,S멜론(50g),고구마밥(63),미역오이냉국,두부채소굴소스볶음,매콤숙주미나리무침,나박김치,S마들렌,S오미자아이스크림,고구마밥(63),쑥갓어묵탕,새우살채소깨무침,건새우애호박볶음,석박지
고구마밥(55),아욱우렁된장국,애호박새우젓볶음,S복숭아(천도)-60g,S배(50g),고구마밥(55),떡국,소고기토마토조림,부추양파생채,석박지,S(우유제외)토마토스파게티,S두유(100ml),고구마밥(55),실파장국,청경채불고기,진미채초무침,깍두기
찹쌀팥밥(55),호박감자수제비국,진미채초무침,S블루베리(50g),S사과(35g),찹쌀팥밥(55),매콤애호박국,소고기양배추조림,미역줄기채소볶음,비트초절이,S치즈케이크,S검은콩두유(200ml),찹쌀팥밥(55),동태살무국,돈까스,토마토카프레제,깍두기
찹쌀보리밥(55),애호박두부젓국찌개,진미채초무침,S복숭아(60g),S복숭아(황도)-80g,찹쌀보리밥(55),버섯개장,삼겹살구이,상추오이무침,석박지,S밤설기(40g),S우유(200ml),찹쌀보리밥(55),북어김치국,떡갈비간장조림,브로콜리초무침,나박김치
밤밥(63),배추맑은국,실곤약간장채소무침,S복숭아(60g),S복숭아(황도)-80g,밤밥(63),동태맑은국,동그랑땡전,동초무침,열무김치,S떡볶이,S보리차,밤밥(55),닭고기채소찌개,참치어묵조림,애호박건새우볶음,열무김치
감자밥(63),북어달걀국,건새우애호박볶음,S복숭아(천도)-60g,S청포도(100g),감자밥(63),낙지연포탕,피망잡채,파래무침,배추김치,S도너츠,S우유(200ml),감자밥(63),닭고기채소찌개,매콤오징어볶음,쑥갓나물,깍두기
검정콩밥(63),동태살국,감자그라탕,S복숭아(황도)-80g,S멜론(50g),검정콩밥(63),닭고기채소찌개,오징어간장조림,건새우애호박볶음,열무물김치,S치즈,S레몬주스,검정콩밥(63),해물탕,소면채소무침,감자당근채볶음,깍두기
흑미밥(55),북어달걀국,크래미채소볶음,S사과(100g),S복숭아(천도)-60g,흑미밥(63),유부쑥갓맑은국,매콤오징어볶음,새송이버섯전,오이소박이김치,S맘모스빵,S둥글레차,흑미밥(55),매콤애호박국,소고기찹쌀구이,동초무침,배추김치
찹쌀팥밥(63),북어달걀국,진미채초무침,S복숭아(천도)-80g,S복숭아(80g),찹쌀팥밥(63),닭고기무국,미니돈까스,과일샐러드(요거트드레싱),비트초절이,S고로케,S우유(150ml),찹쌀팥밥(63),유부쑥갓맑은국,새우살크림소스볶음,무미역생채,배추김치
보리밥(55),오징어무국,두부톳무침,S오렌지(50g),S멜론(100g),보리밥(63),차돌얼갈이국,고등어구이,참나물된장무침,석박지,S단호박꿀찜,S우유(100ml),보리밥(63),가지냉국,매콤낙지채소볶음,연두부+양념장,배추김치
보리밥(55),감자국,가지양념무침,S사과(100g),S복숭아(황도)-60g,보리밥(63),쑥갓어묵탕,오리훈제구이,사과미나리무침,단배추물김치,S쌀과자,S(우유제외)수제블루베리바나나우유,파인애플새우볶음밥,온청포묵국,애호박소고기찜,미역무침,배추김치
밤밥(55),두부새우젓국,매쉬드포테이토,S복숭아(60g),S멜론(50g),밤밥(63),동태살국,소고기양배추조림,무미역생채,배추김치,S슈크림빵,S우유(200ml),밤밥(55),건새우시금치국,고구마연근맛탕,양배추볶음,배추김치
쌀밥(63),동태살무국,땅콩우엉무침,S멜론(50g),S사과(35g),쌀밥(63),애호박맑은국,참치어묵조림,감자그라탕,오이소박이김치,S짜장떡볶이,S둥글레차,쌀밥(63),유부쑥갓맑은국,닭고기냉채,과일샐러드(요거트드레싱),배추김치
감자밥(63),어묵맑은국,애호박볶음,S복숭아(황도)-80g,S호두,감자밥(63),해물탕,소고기토마토조림,가지들깨나물,콜라비나박김치,S카카오올리브케익,S우유(150ml),감자밥(63),떡국,(저염)닭가슴살단호박조림,새송이버섯전,얼갈이배추김치
현미밥(55),재첩국,콩나물무침,S멜론퓨레,S아몬드,현미밥(63),숙주당면국,삼치무조림,땅콩우엉무침,배추김치,S(우유제외)버터감자구이,S우유(150ml),김치볶음밥,미니어묵우동,닭봉구이,단호박샐러드,단무지
