1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
B모닝빵+딸기잼,B수제바나나우유,B복숭아(60g),S멜론(100g),S키위(50g),쌀밥(40),매콤애호박국,닭가슴살부추무침,진미채초무침,단배추물김치,S(우유제외)토마토스파게티,S오미자아이스크림,쌀밥(40),떡국,소고기찹쌀구이,애호박건새우볶음,열무물김치
B당근치즈스프,B두유(100ml),B참외(50g),S사과(50g),S복숭아(천도)-60g,밤콩밥(63),콩나물된장국,으깬두부채소전,감자당근채볶음,배추김치,S시금치견과류주먹밥,S보리차,밤콩밥(63),온도토리묵국,소고기꽈리장조림,오이미역초무침,배추김치
B치즈,B(우유제외)바나나쉐이크,B복숭아(60g),S멜론(50g),S블루베리고구마샐러드,율무밥(63),애호박두부젓국찌개,소면채소무침,진미채초무침,나박김치,S(우유제외)토마토스파게티,S오미자아이스크림,율무밥(63),닭고기채소찌개,새우살채소볶음,매콤숙주미나리무침,석박지
B으깬견과류고구마샐러드(요거트),B요구르트,B블루베리고구마샐러드,S사과(35g),S멜론(50g),찹쌀현미밥(63),오징어숙주국,떡갈비간장조림,애호박볶음,파김치,S새우크림소스볶음,S코코아,찹쌀현미밥(55),닭살미역국,고구마연근맛탕,채소샐러드,오이소박이김치
B으깬견과류고구마샐러드(요거트),B떠먹는요구르트(100ml),B블루베리고구마샐러드,S복숭아(황도)-80g,S멜론(100g),오징어채소덮밥,동태살국,애호박생선살찜,진미채초무침,석박지,S약과,S둥글레차,찹쌀현미밥(63),해물탕,두부톳무침,새우살채소깨무침,석박지
B크로와상,B요구르트,B복숭아(80g),S수박화채,S멜론(100g),보리밥(55),애호박두부젓국,오징어채소볶음,해초볶음,배추김치,S찐고구마,S보리차,보리밥(55),다슬기된장국,닭가슴살고구마볶음,미역줄기채소볶음,배추김치
B맘모스빵,B검은깨두유(100ml),B귤(50g),S복숭아(천도)-60g,S오이당근스틱,찹쌀밥(40),버섯개장,동태포전,얼갈이무침,나박김치,S샌드위치,S둥글레차,찹쌀밥(63),찹쌀옹심이국,두부채소굴소스볶음,얼갈이된장나물,비트초절이
B마들렌,B고구마쉐이크,B블루베리고구마샐러드,S복숭아(천도)-60g,S자두(50g),찹쌀현미밥(55),우동국물,주꾸미숙회,건새우애호박볶음,나박김치,S크림떡볶이,S검은콩두유(100ml),김치햄볶음밥,실파장국,연두부찜,감자그라탕,동치미
B참깨우유스프,B(우유제외)수제바나나두유,B귤(50g),S멜론(50g),S복숭아(60g),찹쌀팥밥(63),얼갈이배추국,참치어묵조림,곤드레나물볶음,배추김치,S(우유제외)알리오올리오스파게티,S오미자차,찹쌀팥밥(63),우동국물,닭살간장조림,건취나물간장볶음,배추김치
B감자우유죽,B검은깨두유(100ml),B복숭아(60g),S복숭아(천도)-80g,S멜론(100g),찹쌀현미밥(63),무채양파국,어묵당근조림,쌈채소,콜라비나박김치,S(우유제외)웨지감자구이,S고구마쉐이크,어묵유부우동,애호박새우젓국,삼치살두부감자조림,치커리배무침,콜라비나박김치
B대구채소죽,B고구마쉐이크,B오이스틱,S복숭아(천도)-80g,S과일샐러드(요거트드레싱),율무밥(55),감자호박국,닭고기냉채,모듬채소,깻잎김치,S송편(40g),S(우유제외)호두두유,율무밥(55),연두부된장찌개,소고기굴소스조림,요거트과일범벅,나박김치
B옥수수크림스프,B(우유제외)고구마쉐이크,B참외(100g),S바나나(100g),S사과(100g),잡곡밥(55),당근황태국,우유달걀말이,상추쑥갓무침,배추김치,S증편(40g),S망고주스,잡곡밥(55),무채양파국,닭가슴살버터구이,단배추멸치조림,배추김치
B소고기미역죽,B검은콩두유(150ml),B파인애플(50g),S수박화채,S사과(35g),기장밥(55),맑은양배추국,소고기잡채,곤드레나물볶음,비트초절이,S모닝빵,S보리차,기장밥(55),호박감자수제비국,두부미역전,명엽채고추장조림,배추김치
B닭백숙,B고구마쉐이크,B블루베리고구마샐러드,S복숭아(60g),S사과(100g),현미밥(63),맑은장국,새우살크림소스볶음,(우유제외)옥수수버터구이,깻잎김치,S슈크림빵,S보리차,현미밥(63),표고버섯탕,도라지오징어채무침,가지구이,열무물김치
B연두부,B(우유제외)수제바나나두유,B사과(35g),S블루베리고구마샐러드,S복숭아(황도)-80g,수수밥(55),실파장국,닭고기냉채,으깬견과류고구마샐러드(요거트),배추김치,S잔치국수,S(우유제외)두유미숫가루,수수밥(55),얼갈이맑은국,새우살크림소스볶음,애호박콩가루볶음,열무물김치
B으깬견과류고구마샐러드(요거트),B검은콩두유(200ml),B블루베리고구마샐러드,S복숭아(60g),S멜론(100g),밤찹쌀팥밥(55),해물탕,칠리새우,마카로니채소샐러드(토마토소스),배추김치,S(우유제외)버터감자구이,S떠먹는요구르트(100ml),밤찹쌀팥밥(55),맑은미역국,소고기브로콜리조림,얼갈이나물,배추김치
B개피떡,B복숭아호두스무디,B멜론(50g),S멜론(50g),S사과(100g),밤밥(55),동태살국,닭가슴살사과무침,건취나물간장볶음,나박김치,S(우유제외)토마토스파게티,S보리차,새우크림스파게티,콩가루얼갈이배추국,매콤오징어볶음,건파래자반,비트초절이
B으깬견과류고구마샐러드(요거트),B요구르트,B참외(50g),S바나나(100g),S블루베리고구마샐러드,기장밥(55),유부쑥갓맑은국,삼겹살구이,애호박볶음,배추김치,S잔치국수,S오미자아이스크림,기장밥(55),맑은가쓰오부시장국,칠리새우,과일샐러드(요거트드레싱),오이소박이김치
B시금치견과류주먹밥,B복숭아호두스무디,B멜론(50g),S멜론(50g),S참외(50g),옥수수밥(63),애호박두부젓국찌개,토마토치즈범벅,미나리무생채,석박지,S시금치견과류주먹밥,S보리차,알리오올리오스파게티,동태살무국,치즈닭갈비,진미채초무침,깍두기
B늙은호박죽,B복숭아호두스무디,B복숭아(황도)-60g,S복숭아(천도)-60g,S복숭아(60g),치즈채소볶음밥,대합미역국,삼겹살구이,무미역생채,배추김치,S소보로빵,S보리차,찹쌀밥(55),팽이장국,소고기떡찜,상추배생채,배추김치
B소고기미역죽,B복숭아호두스무디,B참외(50g),S사과(35g),S멜론(100g),팥밥(55),두부새우젓국,탕평채무침,얼갈이된장나물,열무물김치,S찐고구마,S보리차,팥밥(55),쑥국,삼치무조림,채소샐러드,동치미
B찐빵,B복숭아호두스무디,B사과(35g),S블루베리(50g),S복숭아(천도)-60g,콩나물무밥+양념장,호박감자수제비국,돼지고기씻은김치볶음,땅콩우엉무침,단배추물김치,S가래떡구이,S보리차,감자밥(55),팽이장국,참치어묵조림,동초무침,단배추물김치
B소고기미역죽,B두유(100ml),B참외(50g),S(우유제외)수박화채,S키위(50g),차조밥(55),유부쑥갓맑은국,오징어채소볶음,양념가지찜,오이소박이김치,S으깬견과류고구마샐러드(요거트),S미숫가루,차조밥(55),동태살국,소고기당면불고기,건새우애호박볶음,얼갈이배추김치
B참치미역죽,B(우유제외)수제바나나두유,B당근스틱,S블루베리고구마샐러드,S멜론(100g),현미밥(55),팽이장국,새우깐풍기,애호박조림,열무김치,S치즈스틱,S요구르트,현미밥(55),애호박새우젓국,(저염)닭가슴살단호박조림,해초볶음,나박김치
B치즈죽,B두유(100ml),B멜론(50g),S블루베리고구마샐러드,S복숭아(천도)-60g,찹쌀팥밥(55),콩가루얼갈이배추국,소고기채소조림,(고춧가루제외)도토리묵무침,석박지,S고로케,S오미자차,찹쌀팥밥(55),오징어숙주국,으깬두부채소전,참치양파볶음,깍두기
B크로와상(30g),B요구르트,B참외(50g),S멜론(50g),S사과(35g),소고기잡채덮밥,동태살무국,오징어볶음,크래미채소볶음,나박김치,S으깬견과류고구마샐러드(요거트),S보리차,찹쌀현미밥(55),두부새우젓국,온두부찜,맛살볶음,나박김치
B치즈스크램블에그,B검은깨두유(100ml),B복숭아(60g),S참외(50g),S멜론(100g),밤찹쌀팥밥(63),얼갈이맑은국,두부톳무침,곶감감자볶음,단배추물김치,S수제새우과자,S오미자아이스크림,밤찹쌀팥밥(63),감자된장국,칠리새우,느타리버섯무침,비트초절이
B치즈스틱,B두유(100ml),B복숭아(80g),S멜론(100g),S블루베리고구마샐러드,찹쌀보리밥(63),팽이장국,칠리새우,상추오이무침,열무물김치,S크림떡볶이,S단호박식혜,찹쌀보리밥(63),실파장국,옥수수채소튀김,해초볶음,깍두기
B파프리카감자크림스프,B복숭아호두스무디,B귤(50g),S멜론(50g),S포도(100g),잡곡밥(55),쑥갓어묵탕,소면채소무침,청경채사과무침,석박지,S절편,S보리차,잡곡밥(63),대구지리,탕평채무침,해초볶음,깍두기
B소고기타락죽,B(우유제외)수제바나나두유,B참외(50g),S참외(50g),S복숭아(천도)-60g,흑미밥(55),얼갈이배추국,새우살크림소스볶음,크래미채소볶음,비트초절이,S(우유제외)알리오올리오스파게티,S오미자차,흑미밥(55),동태살무국,두부톳무침,채소샐러드,비트초절이
B우엉채소볶음밥,B고구마쉐이크,B사과(35g),S참외(50g),S멜론(50g),현미밥(55),쑥갓어묵탕,(저염)갈치조림,배추게맛살샐러드,나박김치,S멸치주먹밥,S보리차,현미밥(55),버섯개장,으깬두부채소전,해초볶음,배추김치
B늙은호박죽,B복숭아호두스무디,B참외(50g),S사과(100g),S복숭아(60g),치즈채소볶음밥,대합미역국,탕평채무침,무미역생채,배추김치,S소보로빵,S보리차,찹쌀밥(55),팽이장국,삼겹살구이,상추배생채,배추김치
B옥수수버터구이,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S복숭아(60g),S복숭아(천도)-60g,차조밥(55),매콤애호박국,삼치무조림,애호박볶음,석박지,S(우유제외)토마토스파게티,S식혜,새우크림스파게티,동태살무국,두부톳무침,동초무침,석박지
B가래떡구이,B수제바나나우유,B참외(50g),S멜론(50g),S키위(50g),찹쌀밥(40),호박감자수제비국,간장찜닭,진미채초무침,열무물김치,S(우유제외)수제멸치과자,S오미자아이스크림,찹쌀밥(40),유부쑥갓맑은국,고구마연근맛탕,사과미나리무침,배추김치
B양파치즈죽,B(우유제외)두유미숫가루,B참외(50g),S사과(100g),S멜론(50g),찹쌀현미밥(55),소고기양파국,가래떡구이,채소샐러드(발사믹드레싱),배추김치,S(우유제외)알리오올리오스파게티,S오미자차,유부불고기덮밥,매콤애호박국,감자부추전,애호박볶음,오이소박이김치
B참치죽,B고구마쉐이크,B블루베리고구마샐러드,S사과(100g),S멜론(50g),감자밥(55),실파장국,새우살크림소스볶음,애호박볶음,열무물김치,S연두부샐러드(오리엔탈드레싱),S보리차,새우크림스파게티,감자된장국,삼치무조림,해초볶음,열무물김치
B(우유제외)고구마스프,B두유(100ml),B복숭아(황도)-60g,S블루베리고구마샐러드,S멜론퓨레,율무밥(63),감자호박국,닭고기냉채,채소샐러드,오이소박이김치,S백설기(80g),S우유(200ml),율무밥(63),소고기버섯국,동태포전,쌈채소,깻잎김치
B밤설기(40g),B(우유제외)바나나쉐이크,B사과(75g),S복숭아(천도)-60g,S멜론(50g),감자밥(55),오징어숙주국,소고기굴소스조림,감자당근채볶음,배추김치,S냉콩국+소면,S두유(100ml),감자밥(55),동태살무국,온두부찜,동초무침,배추김치
B당근치즈스프,B(우유제외)호두두유,B참외(50g),S복숭아(60g),S멜론(50g),옥수수밥(55),두부새우젓국,시금치두부전,진미채채소무침,오이소박이김치,S찐고구마,S보리차,옥수수밥(55),버섯개장,동태포전,얼갈이된장나물,석박지
B으깬견과류고구마샐러드(요거트),B바나나쉐이크,B당근스틱,S복숭아(60g),S참외(50g),밤밥(55),매생이떡국,양배추낙지볶음,(우유제외)옥수수버터구이,오이소박이김치,S크림떡볶이,S둥글레차,밤밥(55),동태살무국,소고기잡채,(우유제외)고구마두유조림,비트초절이
B개피떡,B(우유제외)복숭아호두스무디,B자두(50g),S멜론(50g),S사과(35g),현미밥(55),소고기양파국,닭가슴살버섯볶음,동초무침,백김치,S증편(40g),S떠먹는요구르트(100ml),현미밥(55),연두부달걀탕,소고기잡채,(저염·저당)우엉조림,나박김치
B새우튀김,B수제딸기우유,B복숭아(60g),S(우유제외)과일화채,S바나나(100g),흑미밥(63),굴미역국,새우살채소볶음,마카로니채소샐러드(토마토소스),나박김치,S(우유제외)토마토스파게티,S매실쥬스,흑미밥(63),동태살국,떡갈비간장조림,애호박볶음,석박지
B마카로니채소샐러드,B(우유제외)복숭아호두스무디,B배(50g),S키위(50g),S수박화채,쌀밥(40),닭곰탕,고구마연근맛탕,마카로니채소샐러드(토마토소스),깍두기,S매실젤리,S코코아,쌀밥(40),동태살무국,매콤주꾸미볶음,매쉬드포테이토,석박지
B양파치즈스프,B(우유제외)두유미숫가루,B복숭아(60g),S사과(75g),S멜론(100g),차조밥(55),강된장,수제비샐러드,청경채도토리묵무침,열무물김치,S카카오올리브케익,S보리차,차조밥(55),호박감자수제비국,삼치레몬구이,얼갈이된장나물,석박지
B단호박샐러드,B(우유제외)바나나쉐이크,B복숭아(80g),S복숭아(황도)-60g,S블루베리고구마샐러드,찹쌀밥(40),차돌얼갈이국,소고기채소조림,잔파느타리버섯강회,배추김치,S소보로빵,S코코아,찹쌀밥(40),미니유부우동,양배추낙지볶음,뱅어포조림,배추김치
B개피떡(40g),B고구마쉐이크,B사과(35g),S멜론(100g),S복숭아(80g),팥밥(55),얼갈이맑은국,칠리새우,매쉬드포테이토,열무물김치,S슈크림빵,S오미자아이스크림,팥밥(55),두부새우젓국,소고기잡채,마카로니채소샐러드(토마토소스),나박김치
B치즈게살죽,B고구마쉐이크,B복숭아(80g),S포도(100g),S멜론(50g),차조밥(55),대구지리,당면김말이튀김,해초볶음,열무물김치,S고로케,S보리차,차조밥(55),콩가루얼갈이배추국,탕평채무침,마카로니채소샐러드(토마토소스),석박지
B고구마스프,B(우유제외)수제바나나두유,B사과(35g),S멜론(100g),S복숭아(80g),차조밥(63),동태살무국,오징어채소볶음,얼갈이나물,비트초절이,S으깬견과류고구마샐러드(요거트),S코코아,차조밥(63),콩가루얼갈이배추국,소고기잡채,해초볶음,석박지
B치즈게살죽,B요구르트,B복숭아(80g),S사과(35g),S멜론(50g),잡곡밥(63),매생이두부국,애호박생선살찜,요거트과일범벅,배추김치,S단호박샐러드(마요네즈),S검은깨두유(150ml),잡곡밥(63),호박감자수제비국,오징어간장조림,무미역생채,배추김치
B버섯장국죽,B요구르트,B블루베리고구마샐러드,S복숭아(황도)-80g,S참외(50g),감자밥(55),맑은장국,새우살크림소스볶음,얼갈이나물,열무물김치,S크림떡볶이,S두유(100ml),감자밥(55),실파장국,연근햄버거스테이크,미역줄기채소볶음,얼갈이배추김치
B으깬견과류고구마샐러드(요거트),B고구마쉐이크,B과일샐러드(요거트드레싱),S멜론(50g),S사과(35g),현미밥(55),유부된장국,닭살간장조림,맛살양상추샐러드,나박김치,S치즈머핀,S보리차,현미밥(63),유부쑥갓맑은국,연근햄버거스테이크,채소샐러드,석박지
B브로콜리소고기죽,B바나나쉐이크,B블루베리고구마샐러드,S멜론(50g),S사과(35g),밤찹쌀팥밥(63),동태맑은국,오징어불고기,도라지배무침,열무물김치,S단팥빵,S둥글레차,밤찹쌀팥밥(55),매생이국,소고기잡채,단배추멸치조림,비트초절이
B마들렌,B(우유제외)고구마쉐이크,B복숭아(60g),S블루베리고구마샐러드,S멜론(50g),검정콩밥(63),오징어숙주국,떡갈비간장조림,땅콩우엉무침,비트초절이,S으깬견과류고구마샐러드(요거트),S매실쥬스,검정콩밥(63),얼갈이배추국,삼치무조림,얼갈이나물,배추김치
B으깬견과류고구마샐러드(요거트),B바나나쉐이크,B복숭아(황도)-60g,S멜론(100g),S사과(100g),완두콩밥(55),얼갈이배추국,라조기,건새우애호박볶음,비트초절이,S고로케,S보리차,완두콩밥(55),동태살무국,소고기당면볶음,검정콩호두조림,배추김치
B크로와상,B떠먹는요구르트(100ml),B청포도(100g),S블루베리고구마샐러드,S멜론(50g),잡곡밥(63),아욱장국,양배추맛살나물,감자당근채볶음,배추김치,S매실젤리,S보리차,잡곡밥(63),유부쑥갓맑은국,닭고기냉채,마카로니채소샐러드(토마토소스),배추김치
B증편,B과일연두부스무디,B오렌지(50g),S멜론(100g),S참외(50g),현미밥(55),유부대파국,북어채소찜,고춧잎된장무침,백김치,S으깬견과류고구마샐러드(요거트),S떠먹는요구르트(100ml),현미밥(55),당근황태국,소고기육전,치커리배무침,동치미
B마들렌,B우유(200ml),B사과(35g),S복숭아(황도)-80g,S멜론(100g),잡곡밥(63),떡만두국(가공만두),브로콜리숙회+초고추장,무생채,배추김치,S호박죽,S검은깨두유(150ml),잡곡밥(63),소고기배추국,칠리새우,감자버터구이,갓김치
B단팥도너츠,B우유(150ml),B블루베리(50g),S복숭아(황도)-80g,S포도(100g),밤찹쌀팥밥(63),실파달걀국,브로콜리숙회(흑임자소스),애호박건새우볶음,열무물김치,S단호박샐러드(마요네즈),S(우유제외)고구마쉐이크,밤찹쌀팥밥(63),유부장국,떡갈비간장조림,(고춧가루제외)오이무침,깍두기
B크로와상(30g),B고구마쉐이크,B참외(50g),S멜론(50g),S블루베리고구마샐러드,율무밥(55),모듬버섯찌개,동태포전,동초무침,오이소박이김치,S(우유제외)토마토스파게티,S검은콩두유(100ml),율무밥(55),유부쑥갓맑은국,양배추낙지볶음,가지무침,배추김치
B새우크림소스볶음,B고구마쉐이크,B참외(50g),S포도(100g),S멜론(50g),고구마밥(63),호박감자수제비국,오징어채소볶음,참치양파볶음,비트초절이,S(우유제외)토마토스파게티,S매실쥬스,고구마밥(63),두부새우젓국,삼겹살구이,사과미나리무침,배추김치
B단호박크림스프,B두유(200ml),B과일샐러드(마요네즈),S사과(35g),S멜론(100g),차조밥(55),애호박새우젓국,오징어채소볶음,양배추무침,배추김치,S약식,S(우유제외)수제블루베리바나나우유,차조밥(63),건새우맑은국,갈치카레튀김,새싹채소샐러드(오리엔탈드레싱),단배추물김치
B모닝빵,B(우유제외)수제딸기두유,B사과(35g),S수박화채,S멜론(50g),찹쌀밥(40),떡만두국(가공만두),소면채소무침,(우유제외)옥수수버터구이,백김치,S으깬견과류고구마샐러드(요거트),S보리차,찹쌀밥(40),건새우맑은국,모듬버섯탕수,다시마북어볶음,열무김치
B마카로니채소샐러드,B우유(150ml),B복숭아(황도)-60g,S(우유제외)과일화채,S포도(100g),밤밥(55),달래맑은국,닭가슴살사과무침,파래자반,배추김치,S연두부,S(우유제외)고구마쉐이크,밤밥(55),소고기양파국,칠리새우,유채나물된장무침,비트초절이
B당근치즈죽,B두유(100ml),B사과(75g),S복숭아(천도)-60g,S포도(100g),찰현미밥(55),차돌얼갈이국,소고기토마토볶음,과일샐러드(요거트드레싱),나박김치,S크림소스스파게티,S매실쥬스,찰현미밥(55),모듬버섯찌개,소고기양배추조림,건새우애호박볶음,석박지
B단호박스프,B고구마쉐이크,B멜론(50g),S사과(35g),S복숭아(황도)-80g,기장밥(55),해물탕,매콤오징어볶음,애호박건새우볶음,열무물김치,S새우튀김,S코코아,기장밥(55),떡국,옥수수채소튀김,진미채초무침,나박김치
B당근치즈스프,B고구마쉐이크,B배(50g),S복숭아(백도)-80g,S사과(35g),수수밥(55),미역참치국,볼어묵채소조림,파래무침,비트초절이,S으깬견과류고구마샐러드(요거트),S코코아,수수밥(55),두부새우젓국,두부버섯완자전,오이부추생채,깍두기
B삶은감자,B(우유제외)수제바나나두유,B수박(100g),S사과(100g),S포도(100g),율무밥(55),동태살국,떡갈비간장조림,감자당근채볶음,석박지,S수제새우과자,S오미자아이스크림,율무밥(55),해물탕,동태포전,매쉬드포테이토,나박김치
B바나나핫케이크,B고구마쉐이크,B복숭아(백도)-80g,S멜론(50g),S사과(100g),수수밥(55),버섯맑은국,두부톳무침,다시마북어볶음,열무물김치,S매실젤리,S오미자아이스크림,수수밥(55),얼갈이맑은국,매콤오징어볶음,진미채초무침,배추김치
B현미소고기죽,B고구마쉐이크,B복숭아(천도)-60g,S사과(35g),S블루베리(50g),밤콩밥(55),유부쑥갓맑은국,새우살크림소스볶음,땅콩우엉무침,열무물김치,S으깬견과류고구마샐러드(요거트),S둥글레차,밤콩밥(55),모듬버섯찌개,참치어묵조림,감자당근채볶음,총각김치
B소고기미역죽,B(우유제외)수제바나나두유,B배(50g),S멜론(50g),S블루베리고구마샐러드,보리밥(63),단호박수제비국,새우살크림소스볶음,얼갈이나물,깻잎김치,S크림떡볶이,S보리차,보리밥(63),멸치장국,닭고기냉채,호박고지나물,비트초절이
B고구마경단,B(우유제외)수제바나나두유,B참외(100g),S블루베리고구마샐러드,S사과(35g),밤콩밥(55),건새우된장국,당근참치마요무침,애호박볶음,열무김치,S으깬견과류고구마샐러드(요거트),S둥글레차,밤콩밥(55),차돌얼갈이국,떡갈비간장조림,채소샐러드,단배추물김치
B으깬견과류고구마샐러드(요거트),B(우유제외)두유미숫가루,B참외(50g),S포도(100g),S멜론(100g),찹쌀팥밥(55),동태살무국,소고기당면불고기,가지무침,비트초절이,S멸치주먹밥,S오미자아이스크림,찹쌀팥밥(55),쑥갓어묵탕,채소전,파래무침,오이소박이김치
