1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
B찐빵,B두유(100ml),B멜론(50g),S자두(50g),S사과(35g),수수밥(55),콩가루얼갈이배추국,소고기토마토조림,미역줄기채소볶음,석박지,S절편(40g),S둥글레차,수수밥(55),실파장국,새우살크림소스볶음,동초무침,깍두기
B으깬견과류고구마샐러드(요거트),B요구르트,B복숭아(황도)-60g,S자두(50g),S토마토(200g),잡곡밥(63),꼬막된장찌개,멸치파프리카볶음,미역줄기채소볶음,배추김치,S쑥설기(40g),S오미자아이스크림,잡곡밥(63),동태살무국,삼치무조림,해초볶음,얼갈이배추김치
B단호박떡케익,B두유(100ml),B복숭아(60g),S청포도(100g),S멜론(50g),잡곡밥(55),실파장국,돈까스,얼갈이된장나물,나박김치,S샌드위치,S검은깨두유(150ml),잡곡밥(55),대파감자국,탕평채무침,건새우애호박볶음,비트초절이
B아욱된장죽,B(우유제외)바나나쉐이크,B사과(35g),S복숭아(60g),S멜론(50g),율무밥(55),건새우감자국,오징어새우볶음,브로콜리무침,열무물김치,S으깬견과류고구마샐러드(요거트),S우유(200ml),율무밥(55),동태살국,(저염·저당)메추리알장조림,애호박볶음,비트초절이
B으깬견과류고구마샐러드(요거트),B요구르트,B복숭아(60g),S사과(35g),S참외(50g),팥밥(55),해물탕,소면채소무침,감자당근채볶음,석박지,S크로와상,S우유(200ml),팥밥(55),아욱우렁된장국,삼치무조림,미역줄기채소볶음,깍두기
B소고기미역죽,B(우유제외)수제바나나두유,B참외(50g),S사과(35g),S복숭아(60g),찹쌀팥밥(55),대파감자국,당면김말이튀김,시래기볶음나물,비트초절이,S크림떡볶이,S우유(200ml),찹쌀팥밥(55),얼갈이배추국,연근감자전,참나물간장무침,배추김치
B브로콜리크림스프,B두유(150ml),B수박(100g),S참외(50g),S멜론(100g),밤밥(55),오징어찌개,오리훈제구이,무화과땅콩조림,나박김치,S약식,S검은깨두유(100ml),밤밥(55),쑥갓어묵탕,닭다리카레찜,양배추볶음,동치미
B웨지감자구이,B우유(100ml),B사과(35g),S(우유제외)과일화채,S복숭아(황도)-80g,밤찹쌀팥밥(55),건새우된장국,삼치무조림,애호박건새우볶음,단배추물김치,S녹차밤양갱,S식혜,밤찹쌀팥밥(63),안매운닭개장,오징어새우볶음,맛살양상추샐러드,열무물김치
B치즈게살죽,B두유(100ml),B멜론(50g),S사과(35g),S참외(50g),밤찹쌀팥밥(63),쑥갓어묵탕,수제비샐러드,사과미나리무침,나박김치,S치즈케이크,S우유(200ml),밤찹쌀팥밥(63),아욱우렁된장국,으깬두부채소전,건파래자반,비트초절이
B소고기타락죽,B요구르트,B복숭아(60g),S사과(35g),B수박(100g),완두콩밥(55),실파장국,훈제오리냉채,건새우애호박볶음,깍두기,S멸치주먹밥,S매실쥬스,완두콩밥(55),모듬버섯찌개,차돌숙주볶음,감자조림,석박지
B단호박떡케익,B떠먹는요구르트(100ml),B복숭아(천도)-60g,S사과(35g),S블루베리(50g),찹쌀팥밥(55),유부쑥갓맑은국,브로콜리오징어무침,건취나물간장볶음,오이소박이김치,S크림떡볶이,S둥글레차,찹쌀팥밥(55),팽이장국,닭강정,가지무침,배추김치
B치즈꼬마김밥,B바나나쉐이크,B멜론(50g),S사과(35g),S복숭아(60g),찹쌀밥(40),차돌얼갈이국,탕평채무침,건파래자반,단배추물김치,S찐빵,S보리차,찹쌀밥(40),닭고기채소찌개,소면채소무침,해초볶음,열무물김치
B냉콩국+소면,B요구르트,B당근스틱,S아몬드,S사과(35g),흑미밥(55),돼지사골국,양파어묵전,곤약김치무침,나박김치,S떡볶이,S오미자차,흑미밥(55),두부감자국,주꾸미숙회,얼갈이나물,비트초절이
B으깬견과류고구마샐러드(요거트),B바나나쉐이크,S사과(35g),S복숭아(60g),S참외(50g),기장밥(55),유부쑥갓맑은국,삼겹살구이,맛살양상추샐러드,오이소박이김치,S단팥빵,S우유(200ml),기장밥(55),동태살무국,참치어묵조림,사과미나리무침,열무물김치
B(우유제외)두유죽,B수제블루베리바나나우유,S참외(50g),S복숭아(백도)-80g,S사과(35g),팥밥(55),실파장국,훈제오리무침,참나물간장무침,파김치,S호박죽,S우유(200ml),팥밥(55),멸치장국,돼지고기양파볶음,북어채조림,파프리카피클
B소고기미역죽,B두유(100ml),B참외(50g),S복숭아(천도)-60g,S멜론(50g),밤콩밥(55),두부새우젓국,채소옥수수튀김,상추겉절이,단배추물김치,S크림떡볶이,S우유(200ml),밤콩밥(55),팽이장국,참치어묵조림,도토리묵상추무침,배추김치
B감자죽,B호두우유,B멜론(50g),S사과(35g),S복숭아(천도)-60g,찰현미밥(55),동태살무국,탕평채무침,해초볶음,나박김치,S(우유제외)토마토스파게티,S둥글레차,찰현미밥(55),콩가루얼갈이배추국,삼치무조림,새싹채소샐러드,석박지
B볶음현미죽,B고구마쉐이크,B복숭아(60g),S당근스틱,S멜론(50g),밤찹쌀팥밥(55),유부쑥갓맑은국,돼지고기간장불고기,사과미나리무침,열무물김치,S단팥빵,S보리차,밤찹쌀팥밥(55),애호박맑은국,오징어굴소스볶음,사과미나리무침,배추김치
B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B복숭아(천도)-60g,S참외(50g),S아몬드,잡곡밥(63),얼갈이맑은국,해물우동숙주볶음,애호박볶음,나박김치,S크림떡볶이,S매실쥬스,잡곡밥(63),콩가루얼갈이배추국,떡갈비간장조림,상추겉절이,석박지
B참깨우유스프,B요구르트,B복숭아(백도)-80g,S사과(35g),S멜론(50g),잡곡밥(55),동태살국,고구마연근맛탕,진미채초무침,깍두기,S찐빵,S매실쥬스,잡곡밥(55),잘게썬오징어무국,매콤주꾸미볶음,브로콜리무침,열무물김치
B고구마죽,B두유(100ml),S블루베리(50g),S복숭아(천도)-60g,B수박(100g),수수밥(55),유부대파국,닭가슴살샐러드(머스타드소스),브로콜리참깨무침,깍두기,S잔치국수,S매실쥬스,수수밥(55),유부맑은국,떡갈비간장조림,브로콜리무침,배추김치
B당근치즈죽,B고구마쉐이크,B복숭아(60g),S멜론(50g),S사과(35g),팥밥(55),두부새우젓국,삼치무조림,건새우애호박볶음,비트초절이,S새우크림소스볶음,S보리차,팥밥(55),다슬기된장국,채소옥수수튀김,브로콜리무침,석박지
B고구마죽,B두유(100ml),B복숭아(80g),S멜론(50g),S수박화채,기장밥(55),팽이장국,닭가슴살샐러드(머스타드소스),감자당근채볶음,단배추물김치,S증편(40g),S우유(200ml),기장밥(55),건새우시금치국,오리훈제구이,상추무생채,열무김치
B치즈게살죽,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S멜론(50g),S복숭아(60g),쌀밥(63),닭고기채소찌개,어묵감자조림,매콤숙주미나리무침,열무물김치,S(우유제외)토마토스파게티,S우유(200ml),쌀밥(40),팽이장국,라조기,새싹채소샐러드,비트초절이
B닭고기주먹밥,B고구마쉐이크,B복숭아(60g),S아몬드,S참외(50g),완두콩밥(55),온도토리묵국,탕평채무침,해초볶음,나박김치,S웨지감자구이,S둥글레차,완두콩밥(55),팽이장국,채소옥수수튀김,부추겉절이,비트초절이
B소고기미역죽,B검은깨두유(200ml),B참외(50g),S복숭아(천도)-60g,S멜론(50g),찹쌀현미밥(63),동태살무국,매콤낙지채소볶음,브로콜리무침,오이소박이김치,S크림떡볶이,S보리차,찹쌀현미밥(55),팽이장국,오리훈제구이,새싹채소샐러드,배추김치
B볶음현미죽,B우유(200ml),B복숭아(60g),S멜론(50g),S사과(35g),밤콩밥(63),해물탕,어묵감자조림,진미채채소무침,열무물김치,S단팥빵,S우유(200ml),밤콩밥(63),얼갈이맑은국,오징어불고기,매콤숙주미나리무침,나박김치
B증편,B떠먹는요구르트(100ml),B복숭아(천도)-60g,S멜론(50g),S참외(50g),감자밥(63),팽이장국,삼겹살구이,상추쌈,배추김치,S새우크림소스볶음,S보리차,감자밥(63),매콤애호박국,오리훈제구이,진미채초무침,깍두기
B치즈게살죽,B두유(100ml),B배(50g),S사과(35g),S복숭아(천도)-60g,잡곡밥(63),모듬버섯찌개,(고춧가루제외)갈치조림,해초볶음,나박김치,S고로케,S오미자차,잡곡밥(63),두부새우젓국,삼치무조림,단호박찜,배추김치
B새우죽,B호두우유,B복숭아(백도)-60g,S멜론퓨레,S포도(100g),검정콩밥(55),실파맑은국,브로콜리오징어무침,진미채초무침,열무물김치,S크랜베리찹쌀케이크,S우유(200ml),검정콩밥(55),김치양파국,조기구이,브로콜리무침,백김치
B감자우유죽,B(우유제외)고구마쉐이크,B복숭아(백도)-80g,S아몬드,S블루베리(50g),찰현미밥(55),실파맑은국,어묵볶음,브로콜리참깨무침,나박김치,S쑥설기(40g),S고칼슘우유(100ml),찰현미밥(55),낙지연포탕,숙주맛살나물,명엽채볶음,비트초절이
B아욱죽,B떠먹는요구르트(100ml),B복숭아(60g),B배(50g),S사과(35g),감자밥(55),호박감자수제비국,소고기당면불고기,건취나물간장볶음,오이소박이김치,S(우유제외)알리오올리오스파게티,S보리차,감자밥(55),안매운닭개장,유부맛살숙주무침,애호박새우젓볶음,배추김치
B소고기스프,B요구르트,B복숭아(천도)-60g,S참외(50g),S멜론(50g),찹쌀현미밥(63),닭고기채소찌개,소면채소무침,오이생채,단배추물김치,S단호박설기,S둥글레차,찹쌀현미밥(55),건새우시금치국,(저염)갈치조림,애호박건새우볶음,열무물김치
B소고기미역죽,B(우유제외)수제바나나두유,B참외(50g),S복숭아(천도)-60g,S사과(35g),밤찹쌀팥밥(55),실파맑은국,소고기당면불고기,오이생채,배추김치,S으깬견과류고구마샐러드(요거트),S고칼슘우유(100ml),밤찹쌀팥밥(63),쑥국,소고기떡볶음,매콤숙주미나리무침,비트초절이
B참치가지볶음밥,B호두우유,B참외(50g),S복숭아(60g),S멜론(50g),기장밥(55),모듬버섯찌개,소면채소무침,오이생채,단배추물김치,S떡볶이,S보리차,기장밥(55),청경채맑은국,애호박생선살찜,다시마북어볶음,열무물김치
B절편(40g),B검은깨두유(100ml),B복숭아(천도)-60g,S블루베리(50g),S바나나(100g),잡곡밥(55),조갯살된장찌개,두부톳무침,얼갈이나물,나박김치,S증편(40g),S오미자아이스크림,잡곡밥(63),양지곰국,어묵당근볶음,파래무침,오이소박이김치
B치즈게살죽,B두유(100ml),B사과(35g),S사과(35g),S복숭아(60g),옥수수밥(63),쑥국,으깬두부채소전,건파래자반,비트초절이,S(우유제외)토마토스파게티,S보리차,옥수수밥(63),동태살무국,수제비샐러드,참치양파볶음,배추김치
B치즈머핀,B검은콩두유(100ml),B복숭아(황도)-60g,S사과(35g),S멜론(50g),고구마밥(63),차돌얼갈이국,쑥갓두부무침,호박고지나물,단배추물김치,S카카오올리브케익,S매실쥬스,고구마밥(63),오징어숙주국,소고기브로콜리조림,진미채초무침,열무물김치
B으깬견과류고구마샐러드(요거트),B바나나쉐이크,B사과(35g),S복숭아(천도)-60g,S멜론(50g),밤찹쌀팥밥(55),동태살무국,참치김치볶음,채소샐러드,배추김치,S애플파이,S식혜,밤찹쌀팥밥(55),유부쑥갓맑은국,파돼지불고기,상추겉절이,배추김치
B채소전,B떠먹는요구르트(100ml),B사과샐러드(마요네즈),S자두(50g),S멜론(50g),찹쌀팥밥(63),멸치장국,애호박생선살찜,배추겉절이,오이소박이김치,S채소찐빵,S보리차,찹쌀팥밥(63),오징어숙주국,참치어묵조림,브로콜리무침,배추김치
B소고기미역죽,B두유(100ml),B복숭아(60g),S당근스틱,S키위(50g),고구마밥(55),팽이장국,수제비샐러드,무사과무침,깍두기,S쿠키,S우유(200ml),고구마밥(55),건새우시금치국,달걀우유찜,해초볶음,석박지
B크로와상(30g),B검은깨두유(200ml),B수박(100g),S복숭아(황도)-80g,S땅콩,완두콩밥(55),가지냉국,닭살간장조림,비름나물된장무침,파프리카피클,S호박죽,S식혜,완두콩밥(55),배추국,삼치쌈장조림,청포묵무침,나박김치
B으깬견과류고구마샐러드(요거트),B우유(100ml),B청포도(100g),S복숭아(60g),S사과(35g),수수밥(63),감자미역국,훈제오리냉채,건새우애호박볶음,오이소박이김치,S멸치주먹밥,S보리차,수수밥(63),소고기숙주국,매콤낙지채소볶음,브로콜리무침,배추김치
B(우유제외)당근크림스프,B고구마쉐이크,B사과(75g),S사과(35g),S아몬드,찹쌀팥밥(55),멸치장국,오징어간장조림,애호박새우젓볶음,백김치,S(우유제외)로제스파게티,S둥글레차,찹쌀팥밥(55),단배추된장국,양파링튀김,삼색초무침,비트초절이
B노란시루떡,B(우유제외)수제바나나두유,B참외(50g),S참외(50g),S복숭아(천도)-80g,찹쌀팥밥(63),동태살무국,닭고기냉채,곤드레나물볶음,배추김치,S증편(40g),S오미자아이스크림,찹쌀팥밥(63),건새우시금치국,두부톳무침,게맛살피망채볶음,나박김치
B고구마경단,B요구르트,B멜론(50g),S블루베리고구마샐러드,S멜론(100g),찰현미밥(55),차돌얼갈이국,파돼지불고기,감자당근채볶음,단배추물김치,S슈크림빵,S우유(200ml),찰현미밥(55),동태맑은국,참치어묵조림,채소샐러드,열무김치
B으깬견과류고구마샐러드(요거트),B복숭아호두스무디,B참외(50g),S사과(35g),S멜론(50g),잡곡밥(55),쑥갓어묵탕,수제비샐러드,얼갈이된장나물,배추김치,S닭가슴살채소죽,S둥글레차,잡곡밥(55),북어달걀국,닭다리카레찜,해초볶음,나박김치
B달걀당근죽,B(우유제외)수제바나나두유,B복숭아(60g),S복숭아(60g),S사과(35g),현미밥(55),유부양파국,삼치무조림,건새우볶음,석박지,S으깬견과류고구마샐러드(요거트),S매실쥬스,현미밥(55),소고기탕국,채소옥수수튀김,얼갈이나물,갓김치
B노란시루떡,B고구마쉐이크,B복숭아(천도)-60g,S사과(35g),S멜론(50g),찹쌀현미밥(55),동태살무국,오리훈제구이,미역줄기채소볶음,비트초절이,S채소찐빵,S오미자아이스크림,찹쌀현미밥(55),애호박맑은국,맛살무침,애호박건새우볶음,배추김치
B치즈머핀,B두유(100ml),B사과(35g),S복숭아(천도)-60g,S사과(100g),밤찹쌀팥밥(55),유부쑥갓맑은국,으깬두부채소전,새우살호박볶음,나박김치,S으깬견과류고구마샐러드(요거트),S보리차,밤찹쌀팥밥(55),대파감자국,닭날개북어찜,참치양파볶음,얼갈이배추김치
B단호박크림스프,B요구르트,B참외(50g),S복숭아(60g),S멜론(50g),수수밥(55),실파장국,돼지고기카레볶음,브로콜리무침,석박지,S멸치주먹밥,S쌀음료,수수밥(55),해물탕,두부톳무침,배오이생채,깍두기
B치즈게살죽,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S사과(35g),S복숭아(황도)-80g,찹쌀팥밥(63),콩가루얼갈이배추국,으깬두부채소전,해초볶음,열무물김치,S증편(40g),S식혜,찹쌀팥밥(63),두부새우젓국,탕평채무침,새싹채소샐러드,나박김치
B감자죽,B우유(100ml),B사과(50g),S복숭아(천도)-80g,S아몬드,팥밥(55),부추된장국,닭가슴살구이+소스,진미채초무침,비트초절이,S(우유제외)버터감자구이,S떠먹는요구르트(100ml),팥밥(55),어묵감자국,임연수엿장구이,마늘종잡채,단무지무침
B치즈게살죽,B두유(100ml),B멜론(50g),S참외(50g),S멜론(50g),차조밥(55),동태맑은국,옥수수채소튀김,브로콜리무침,단배추물김치,S(우유제외)토마토스파게티,S매실쥬스,차조밥(55),두부새우젓국,애호박생선살찜,무미역무침,열무김치
B양파치즈스프,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S블루베리고구마샐러드,S복숭아(천도)-60g,쌀밥(40),동태살무국,라조기,호박고지나물,나박김치,S쌀과자,S보리차,쌀밥(40),해물탕,매콤주꾸미볶음,감자당근채볶음,석박지
B크로와상(30g),B검은깨두유(150ml),B멜론(50g),S호두,S바나나(50g),찹쌀밥(40),매콤애호박국,(저염)갈치조림,진미채초무침,열무물김치,S(우유제외)토마토스파게티,S우유(200ml),찹쌀밥(40),팽이장국,훈제오리단호박찜,가지양념무침,깍두기
B치즈스틱,B(우유제외)수제바나나두유,B복숭아(80g),S사과(35g),S복숭아(황도)-80g,쌀밥(63),감자된장국,(저염)갈치조림,상추오이무침,나박김치,S절편(40g),S오미자아이스크림,쌀밥(63),해물탕,고구마연근맛탕,참치양파볶음,총각김치
B(우유제외)단호박스프,B(우유제외)바나나쉐이크,B참외(50g),S사과(35g),S멜론(100g),옥수수밥(63),얼갈이된장국,오징어불고기,건취나물간장볶음,열무물김치,S으깬견과류고구마샐러드(요거트),S보리차,옥수수밥(63),동태맑은국,두부쑥갓무침,감자당근채볶음,단배추물김치
B치즈,B두유(100ml),B복숭아(60g),S복숭아(천도)-60g,S멜론(50g),옥수수밥(55),호박감자수제비국,라조기,곤드레나물볶음,오이소박이김치,S단호박설기,S둥글레차,옥수수밥(63),동태살무국,닭고기냉채,건새우애호박볶음,비트초절이
B으깬견과류고구마샐러드(요거트),B바나나쉐이크,B복숭아(천도)-60g,S사과(35g),S멜론(100g),찹쌀현미밥(55),얼갈이배추국,오리훈제구이,고구마순된장무침,배추김치,S크림떡볶이,S보리차,찹쌀현미밥(55),유부된장국,양배추낙지볶음,채소샐러드,나박김치
B닭백숙,B요구르트,B사과(35g),S멜론(50g),S복숭아(천도)-60g,흑미밥(55),유부쑥갓맑은국,두부톳무침,미역줄기채소볶음,배추김치,S증편(40g),S매실쥬스,흑미밥(63),동태살무국,떡갈비간장조림,브로콜리무침,배추김치
B치즈,B(우유제외)바나나쉐이크,B참외(50g),S복숭아(60g),S블루베리고구마샐러드,밤찹쌀팥밥(63),오징어숙주국,시금치두부전,애호박건새우볶음,단배추물김치,S단팥빵,S매실쥬스,밤찹쌀팥밥(55),동태맑은국,(저염)닭가슴살단호박조림,새싹채소샐러드,배추김치
B으깬견과류고구마샐러드(요거트),B두유(100ml),B복숭아(60g),S사과(35g),S멜론(50g),찹쌀보리밥(63),온도토리묵국,오리훈제구이,얼갈이된장나물,석박지,S크림떡볶이,S오미자차,찹쌀보리밥(63),콩가루얼갈이배추국,수제비샐러드,브로콜리무침,깍두기
B새우치즈죽,B검은깨두유(100ml),B블루베리고구마샐러드,S복숭아(천도)-60g,S수박화채,밤콩밥(55),동태살무국,참치어묵조림,소고기우엉조림,나박김치,S증편(40g),S둥글레차,밤콩밥(55),얼갈이배추국,훈제오리냉채,도라지무침,배추김치
B고구마스프,B두유(100ml),B멜론(75g),S참외(100g),S복숭아(황도)-60g,흑미밥(55),호박양파국,소고기짜장볶음,양상추샐러드(오리엔탈드레싱),석박지,S노란시루떡,S검은깨두유(100ml),흑미밥(55),가자미미역국,삼치무조림,감자채파프리카볶음,열무김치
B새우치즈죽,B(우유제외)수제바나나두유,B멜론(50g),S복숭아(천도)-60g,S멜론(50g),옥수수밥(55),소고기두부탕국,매콤오징어볶음,맛살양상추샐러드,배추김치,S으깬견과류고구마샐러드(요거트),S토마토주스,옥수수밥(55),콩가루얼갈이배추국,떡갈비간장조림,건취나물간장볶음,나박김치
B으깬견과류고구마샐러드(요거트),B요구르트,B참외(50g),S블루베리(50g),S사과(35g),수수밥(63),얼갈이배추국,매콤낙지채소볶음,감자당근채볶음,비트초절이,S새우크림소스볶음,S식혜,수수밥(63),동태살무국,삼겹살구이,상추겉절이,배추김치
B브로콜리크림스프,B(우유제외)수제바나나두유,B복숭아(80g),S복숭아(황도)-80g,S멜론(50g),고구마밥(55),동태살국,주꾸미숙회,진미채초무침,나박김치,S(우유제외)토마토스파게티,S보리차,고구마밥(55),해물탕,옥수수채소튀김,애호박건새우볶음,배추김치
B감자죽,S둥글레차,B멜론(50g),S사과(35g),S과일화채,검정콩밥(55),콩가루얼갈이배추국,애호박생선살찜,건취나물간장볶음,비트초절이,S크로와상,S우유(200ml),검정콩밥(55),얼갈이맑은국,매콤오징어볶음,무미역생채,배추김치
B미니핫도그,B요구르트,B참외(50g),S자두(50g),S호두,율무밥(63),건새우된장국,참치어묵조림,감자당근채볶음,나박김치,S슈크림빵,S우유(200ml),율무밥(63),순한고추장찌개,대구구이,애호박볶음,콜라비나박김치
B소고기미역죽,B(우유제외)수제바나나두유,B배(50g),S멜론(50g),S복숭아(황도)-60g,보리밥(63),다슬기된장국(올갱이국),시금치두부전,얼갈이나물,갓김치,S크림떡볶이,S보리차,보리밥(63),얼갈이맑은국,삼치무조림,뱅어포구이,배추김치
B감자죽,B두유(100ml),B복숭아(60g),S복숭아(60g),S사과(35g),찰현미밥(63),유부쑥갓맑은국,닭고기냉채,채소샐러드,나박김치,S치즈스틱,S둥글레차,찰현미밥(63),동태살무국,매콤주꾸미볶음,사과미나리무침,비트초절이
B소고기감자죽,B요구르트,B파인애플(50g),S(우유제외)과일화채,S포도(100g),쌀밥(40),오징어찌개,소고기감자조림,비름나물무침,얼갈이배추김치,S약식,S검은깨두유(100ml),쌀밥(40),배추당면국,흰살생선전,얼갈이나물,석박지
B(우유제외)단호박크림스프,B고구마쉐이크,B복숭아(60g),S복숭아(60g),S참외(50g),잡곡밥(63),실파장국,닭가슴살부추무침,브로콜리무침,나박김치,S고로케,S보리차,잡곡밥(63),동태살국,삼치무조림,진미채초무침,비트초절이
B새우치즈죽,B두유(100ml),B멜론(50g),S사과(35g),S블루베리고구마샐러드,옥수수밥(55),쑥갓어묵탕,매콤오징어볶음,오이샐러드,단배추물김치,S치즈,S우유(200ml),옥수수밥(55),두부새우젓국,애호박생선살찜,건취나물간장볶음,열무물김치
B치즈스틱,B검은콩두유(150ml),B복숭아(80g),S포도(100g),S(우유제외)과일화채,잡곡밥(63),찹쌀옹심이국,닭가슴살부추무침,마카로니오이샐러드,총각김치,S단호박구이,S보리차,잡곡밥(63),꼬막된장찌개,닭봉조림,우엉채조림,비트초절이
B으깬견과류고구마샐러드(요거트),B두유(100ml),B복숭아(천도)-60g,S복숭아(천도)-60g,S땅콩,감자밥(63),동태살무국,닭피망볶음,브로콜리무침,오이소박이김치,S(우유제외)토마토스파게티,S우유(200ml),감자밥(63),오징어숙주국,매콤낙지채소볶음,미나리사과무침,배추김치
B삶은고구마,B검은깨두유(100ml),B참외(50g),S멜론(50g),S사과(35g),찹쌀밥(40),모듬버섯찌개,감자부추전,새싹채소샐러드,나박김치,S멸치주먹밥,S오미자아이스크림,찹쌀밥(40),실파장국,(저염)갈치조림,건새우애호박볶음,비트초절이
